Likert Scale,Count Negative,Numerical Responses - Text,Quota Carrying Role - Yes/No Question View Filter Only,Quota Carrying Role,WFH Prior to Current Situation,Number of Records,WFH Prior to Current Situation - Question View Filter Only,Response (group),Emp Hash,Other,Question,Question Text,Question Type,Region,Numeric Response Value,Numeric Responses Text,Response
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,Yes,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office",c28faa05e4425e1063b08c9ea0614a5e,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|social|it is my preferred working environment|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office"
,0,"aboration (inc. meetings, etc)",,Yes,"Always, I am Ohana@Home",1,,"Collaboration (inc. meetings, etc)",c29a69942b44afd311acf703ce1d05bc,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)","collaboration (inc. meetings, etc)","Collaboration (inc. meetings, etc)"
,0,"aboration (inc. meetings, etc)|Social|My manager r",,No or don't know,1 day a week,1,,"Collaboration (inc. meetings, etc)|Social|My manager required or expected me to come to the office",c2ce59e78625360605acef61774157b3,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|social|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|Social|My manager required or expected me to come to the office"
,0,"aboration (inc. meetings, etc)|It is my preferred ",,No or don't know,5 days a week,1,,"Collaboration (inc. meetings, etc)|It is my preferred working environment",c361ca138b0fa8bb93c9a3a6deeb4f1b,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|It is my preferred working environment","collaboration (inc. meetings, etc)|it is my preferred working environment","Collaboration (inc. meetings, etc)|It is my preferred working environment"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,No or don't know,2 days a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|Other",c39589d411591c5a225ca74f0a5356c9,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|Other","collaboration (inc. meetings, etc)|social|it is my preferred working environment|other","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|Other"
,0,"aboration (inc. meetings, etc)|Social",,No or don't know,2 days a week,1,,"Collaboration (inc. meetings, etc)|Social",c4836f8a3b34f20995900cd308f0bb6e,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social","collaboration (inc. meetings, etc)|social","Collaboration (inc. meetings, etc)|Social"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,No or don't know,1 day a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment",c4bb482edd77cbc75cc45cf9dacf089c,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment","collaboration (inc. meetings, etc)|social|it is my preferred working environment","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|Other",c5feaba9bd5eea1f30f48b003e1b45a0,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|Other","collaboration (inc. meetings, etc)|social|it is my preferred working environment|other","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|Other"
,0,"aboration (inc. meetings, etc)|Social|My manager r",,No or don't know,1 day a week,1,,"Collaboration (inc. meetings, etc)|Social|My manager required or expected me to come to the office",c606191a68b5729f55b48075d94b28b4,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|social|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|Social|My manager required or expected me to come to the office"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office",c6198c5c72fdc8e203945cada68996cb,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|social|it is my preferred working environment|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office"
,0,al,,No or don't know,"Always, I am Ohana@Home",1,,Social,c628fdc2836bc881c4b0c8c79b56f227,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,Social,social,Social
,0,"aboration (inc. meetings, etc)|Social",,No or don't know,2 days a week,1,,"Collaboration (inc. meetings, etc)|Social",c67292b68cc6d28448ff2243a0b0251e,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social","collaboration (inc. meetings, etc)|social","Collaboration (inc. meetings, etc)|Social"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment",c711139fe21cdf55fb710098a4173466,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment","collaboration (inc. meetings, etc)|social|it is my preferred working environment","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment"
,0,"aboration (inc. meetings, etc)|Social",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|Social",c73b5175ebb50287c123914f24892727,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social","collaboration (inc. meetings, etc)|social","Collaboration (inc. meetings, etc)|Social"
,0,anager required or expected me to come to the offi,,No or don't know,Never/0 days a week,1,,My manager required or expected me to come to the office,c780362e6f1b39d14932ec8cdf664785,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,My manager required or expected me to come to the office,my manager required or expected me to come to the office,My manager required or expected me to come to the office
,0,"aboration (inc. meetings, etc)|Social|My manager r",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|Social|My manager required or expected me to come to the office",c780bd492562f1b64ac67a1c591bb236,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|social|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|Social|My manager required or expected me to come to the office"
,0,"aboration (inc. meetings, etc)|My manager required",,Yes,"Always, I am Ohana@Home",1,,"Collaboration (inc. meetings, etc)|My manager required or expected me to come to the office",c863270503061d1eba72b7145c2069de,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|My manager required or expected me to come to the office"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office",c8fdef591533dfb57cf86ddd5788ddba,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|social|it is my preferred working environment|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office"
,0,"aboration (inc. meetings, etc)|Social",,No or don't know,1 day a week,1,,"Collaboration (inc. meetings, etc)|Social",c92cbd37bb4d6a35dcabfcb14107fb6a,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social","collaboration (inc. meetings, etc)|social","Collaboration (inc. meetings, etc)|Social"
,0,s my preferred working environment|My manager requ,,Yes,Never/0 days a week,1,,It is my preferred working environment|My manager required or expected me to come to the office,c997cd09da782e2d885ed5da62771d59,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,It is my preferred working environment|My manager required or expected me to come to the office,it is my preferred working environment|my manager required or expected me to come to the office,It is my preferred working environment|My manager required or expected me to come to the office
,0,,,No or don't know,Never/0 days a week,1,,,cac997de4adf46ecee2d0cd0ec1a7a23,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,,,
,0,al,,No or don't know,Never/0 days a week,1,,Social,cae0e157bb7a0aa9641b58f01fbe20b4,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,Social,social,Social
,0,"aboration (inc. meetings, etc)|Social",,No or don't know,1 day a week,1,,"Collaboration (inc. meetings, etc)|Social",cb47552ad55065e0386ac63a2ec917f4,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social","collaboration (inc. meetings, etc)|social","Collaboration (inc. meetings, etc)|Social"
,0,"aboration (inc. meetings, etc)",,Yes,"Always, I am Ohana@Home",1,,"Collaboration (inc. meetings, etc)",cb91f48d186520ab8577539cf1f78cd7,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)","collaboration (inc. meetings, etc)","Collaboration (inc. meetings, etc)"
,0,"aboration (inc. meetings, etc)|It is my preferred ",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|It is my preferred working environment",cd33a8cfb3a7d8968cd9573fad565c76,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|It is my preferred working environment","collaboration (inc. meetings, etc)|it is my preferred working environment","Collaboration (inc. meetings, etc)|It is my preferred working environment"
,0,s my preferred working environment,,No or don't know,Never/0 days a week,1,,It is my preferred working environment,cdf3ff9f00be58a137148979147cc105,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,It is my preferred working environment,it is my preferred working environment,It is my preferred working environment
,0,"aboration (inc. meetings, etc)|My manager required",,No or don't know,1 day a week,1,,"Collaboration (inc. meetings, etc)|My manager required or expected me to come to the office",d0a838c614e549b519c0055d624709de,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|My manager required or expected me to come to the office"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office",d10aa0eab64217ef395b8451e412266d,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|social|it is my preferred working environment|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office"
,0,"aboration (inc. meetings, etc)",,Yes,"Always, I am Ohana@Home",1,,"Collaboration (inc. meetings, etc)",d14436888971ee3a895345b248d6fbb1,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)","collaboration (inc. meetings, etc)","Collaboration (inc. meetings, etc)"
,0,"aboration (inc. meetings, etc)|Social",,No or don't know,2 days a week,1,,"Collaboration (inc. meetings, etc)|Social",d17540f414008c8badff8f4c5d0760ae,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social","collaboration (inc. meetings, etc)|social","Collaboration (inc. meetings, etc)|Social"
,0,"aboration (inc. meetings, etc)|It is my preferred ",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|It is my preferred working environment",d1d15d71434678ca06559e80a69f4d84,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|It is my preferred working environment","collaboration (inc. meetings, etc)|it is my preferred working environment","Collaboration (inc. meetings, etc)|It is my preferred working environment"
,0,"aboration (inc. meetings, etc)|It is my preferred ",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|It is my preferred working environment",d1d275c847a353494675b776c8b0e63e,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|It is my preferred working environment","collaboration (inc. meetings, etc)|it is my preferred working environment","Collaboration (inc. meetings, etc)|It is my preferred working environment"
,0,"aboration (inc. meetings, etc)|Social|My manager r",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|Social|My manager required or expected me to come to the office",d22b021c6cb58ae1c69463190d8e0b66,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|social|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|Social|My manager required or expected me to come to the office"
,0,"aboration (inc. meetings, etc)|Social|Other",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|Social|Other",d2567c86ba516c1715d3c130c7df1cdb,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|Other","collaboration (inc. meetings, etc)|social|other","Collaboration (inc. meetings, etc)|Social|Other"
,0,al|It is my preferred working environment|My manag,,No or don't know,Never/0 days a week,1,,Social|It is my preferred working environment|My manager required or expected me to come to the office,d2bdf34092f2b3c0f135001ec16c8623,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,Social|It is my preferred working environment|My manager required or expected me to come to the office,social|it is my preferred working environment|my manager required or expected me to come to the office,Social|It is my preferred working environment|My manager required or expected me to come to the office
,0,anager required or expected me to come to the offi,,No or don't know,Never/0 days a week,1,,My manager required or expected me to come to the office,d4d0ffc8db67b637884614525117dbd9,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,My manager required or expected me to come to the office,my manager required or expected me to come to the office,My manager required or expected me to come to the office
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,No or don't know,1 day a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment",d53052a0e4fcdada6d954470e5590068,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment","collaboration (inc. meetings, etc)|social|it is my preferred working environment","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment",d5c3d0f97d2ff72d1d72356e466dd783,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment","collaboration (inc. meetings, etc)|social|it is my preferred working environment","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment"
,0,"aboration (inc. meetings, etc)|It is my preferred ",,Yes,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|It is my preferred working environment|My manager required or expected me to come to the office",d6622a921fc1ecf50e215f7b384c4a41,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|It is my preferred working environment|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|it is my preferred working environment|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|It is my preferred working environment|My manager required or expected me to come to the office"
,0,"aboration (inc. meetings, etc)|Social",,No or don't know,2 days a week,1,,"Collaboration (inc. meetings, etc)|Social",d67b555143bec124edc079e80c5634c8,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social","collaboration (inc. meetings, etc)|social","Collaboration (inc. meetings, etc)|Social"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment",d68293e866381f1b8a8dca663b26e8af,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment","collaboration (inc. meetings, etc)|social|it is my preferred working environment","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,Yes,1 day a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office",d6f532c3a3cb2f414743135c8785c501,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|social|it is my preferred working environment|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|Other",d70c316358df750da5102d557df59249,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|Other","collaboration (inc. meetings, etc)|social|it is my preferred working environment|other","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|Other"
,0,"aboration (inc. meetings, etc)|It is my preferred ",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|It is my preferred working environment|Other",d738ed692535cea619f7391d79c1690a,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|It is my preferred working environment|Other","collaboration (inc. meetings, etc)|it is my preferred working environment|other","Collaboration (inc. meetings, etc)|It is my preferred working environment|Other"
,0,"aboration (inc. meetings, etc)|Social|My manager r",,No or don't know,2 days a week,1,,"Collaboration (inc. meetings, etc)|Social|My manager required or expected me to come to the office",d741f7edf0aca8b95f77092be3d7206f,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|social|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|Social|My manager required or expected me to come to the office"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,No or don't know,1 day a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment",d8bffd0f83f7437d087a85392f3b50c3,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment","collaboration (inc. meetings, etc)|social|it is my preferred working environment","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,Yes,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office",d97c122493cc56f68495c2f3f0d4e009,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|social|it is my preferred working environment|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment",d9e02909ca1f7c1d8b0e774e1fec3205,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment","collaboration (inc. meetings, etc)|social|it is my preferred working environment","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment"
,0,"aboration (inc. meetings, etc)|Social",,Yes,1 day a week,1,,"Collaboration (inc. meetings, etc)|Social",da8f17df33b392e61af87eedc7a02773,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social","collaboration (inc. meetings, etc)|social","Collaboration (inc. meetings, etc)|Social"
,0,r,,No or don't know,Never/0 days a week,1,,Other,da9f886e5abf9d14f20845c9a0c0e2d3,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,Other,other,Other
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office",dd129967b823040ad9be026252db32ba,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|social|it is my preferred working environment|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment",de4e5bde775b097c13adf7c3fc640572,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment","collaboration (inc. meetings, etc)|social|it is my preferred working environment","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment"
,0,"aboration (inc. meetings, etc)|Social",,No or don't know,1 day a week,1,,"Collaboration (inc. meetings, etc)|Social",df8542f9435915248488ce7dc1b57212,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social","collaboration (inc. meetings, etc)|social","Collaboration (inc. meetings, etc)|Social"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,Yes,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office",dfa15aeab1952e4f6a1affdbc19928b6,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|social|it is my preferred working environment|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,No or don't know,1 day a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment",dfaac2b276c9382951b536db3f777ac9,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment","collaboration (inc. meetings, etc)|social|it is my preferred working environment","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment"
,0,"aboration (inc. meetings, etc)|Social|My manager r",,Yes,1 day a week,1,,"Collaboration (inc. meetings, etc)|Social|My manager required or expected me to come to the office",dfd50cc6e28adc44c84471d3befbb1f2,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|social|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|Social|My manager required or expected me to come to the office"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment",e01ac7d62c791d66639b6af77981790d,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment","collaboration (inc. meetings, etc)|social|it is my preferred working environment","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment"
,0,"aboration (inc. meetings, etc)",,No or don't know,2 days a week,1,,"Collaboration (inc. meetings, etc)",e1012bd5f490ad42135757e0c63aab9e,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)","collaboration (inc. meetings, etc)","Collaboration (inc. meetings, etc)"
,0,anager required or expected me to come to the offi,,No or don't know,1 day a week,1,,My manager required or expected me to come to the office,e19de6197c82c994bad45764a429b807,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,My manager required or expected me to come to the office,my manager required or expected me to come to the office,My manager required or expected me to come to the office
,0,"aboration (inc. meetings, etc)",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)",e218484190e589fffb35ff480f9cbcfc,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)","collaboration (inc. meetings, etc)","Collaboration (inc. meetings, etc)"
,0,"aboration (inc. meetings, etc)|Social",,No or don't know,"Always, I am Ohana@Home",1,,"Collaboration (inc. meetings, etc)|Social",e25d628f949ba8e5ea01e063582e8063,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social","collaboration (inc. meetings, etc)|social","Collaboration (inc. meetings, etc)|Social"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,No or don't know,1 day a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office",e382bbabdaf5f137a7dd928daa0602b9,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office","collaboration (inc. meetings, etc)|social|it is my preferred working environment|my manager required or expected me to come to the office","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment|My manager required or expected me to come to the office"
,0,"aboration (inc. meetings, etc)|It is my preferred ",,Yes,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|It is my preferred working environment",e507960556c0370cf1491b69cf9e07bd,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|It is my preferred working environment","collaboration (inc. meetings, etc)|it is my preferred working environment","Collaboration (inc. meetings, etc)|It is my preferred working environment"
,0,"aboration (inc. meetings, etc)",,No or don't know,1 day a week,1,,"Collaboration (inc. meetings, etc)",e530b9c835c9a88da19a85108c965d16,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)","collaboration (inc. meetings, etc)","Collaboration (inc. meetings, etc)"
,0,"aboration (inc. meetings, etc)|Social|It is my pre",,No or don't know,Never/0 days a week,1,,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment",e619dc027bbb15e57285775fd750c034,,3,"Before the current enforced WFH period, the main reasons I came in to the office were",multi_choice,AMER,"Collaboration (inc. meetings, etc)|Social|It is my preferred working environment","collaboration (inc. meetings, etc)|social|it is my preferred working environment","Collaboration (inc. meetings, etc)|Social|It is my preferred working environment"
