Death Count,Group,Number of Records,Record ID
3893000,Jews,1,3893
3894000,Jews,1,3894
3895000,Jews,1,3895
3896000,Jews,1,3896
3897000,Jews,1,3897
3898000,Jews,1,3898
3899000,Jews,1,3899
3900000,Jews,1,3900
3901000,Jews,1,3901
3902000,Jews,1,3902
3903000,Jews,1,3903
3904000,Jews,1,3904
3905000,Jews,1,3905
3906000,Jews,1,3906
3907000,Jews,1,3907
3908000,Jews,1,3908
3909000,Jews,1,3909
3910000,Jews,1,3910
3911000,Jews,1,3911
3912000,Jews,1,3912
3913000,Jews,1,3913
3914000,Jews,1,3914
3915000,Jews,1,3915
3916000,Jews,1,3916
3917000,Jews,1,3917
3918000,Jews,1,3918
3919000,Jews,1,3919
3920000,Jews,1,3920
3921000,Jews,1,3921
3922000,Jews,1,3922
3923000,Jews,1,3923
3924000,Jews,1,3924
3925000,Jews,1,3925
3926000,Jews,1,3926
3927000,Jews,1,3927
3928000,Jews,1,3928
3929000,Jews,1,3929
3930000,Jews,1,3930
3931000,Jews,1,3931
3932000,Jews,1,3932
3933000,Jews,1,3933
3934000,Jews,1,3934
3935000,Jews,1,3935
3936000,Jews,1,3936
3937000,Jews,1,3937
3938000,Jews,1,3938
3939000,Jews,1,3939
3940000,Jews,1,3940
3941000,Jews,1,3941
3942000,Jews,1,3942
3943000,Jews,1,3943
3944000,Jews,1,3944
3945000,Jews,1,3945
3946000,Jews,1,3946
3947000,Jews,1,3947
3948000,Jews,1,3948
3949000,Jews,1,3949
3950000,Jews,1,3950
3951000,Jews,1,3951
3952000,Jews,1,3952
3953000,Jews,1,3953
3954000,Jews,1,3954
3955000,Jews,1,3955
3956000,Jews,1,3956
3957000,Jews,1,3957
3958000,Jews,1,3958
3959000,Jews,1,3959
3960000,Jews,1,3960
3961000,Jews,1,3961
3962000,Jews,1,3962
3963000,Jews,1,3963
3964000,Jews,1,3964
3965000,Jews,1,3965
3966000,Jews,1,3966
3967000,Jews,1,3967
3968000,Jews,1,3968
3969000,Jews,1,3969
3970000,Jews,1,3970
3971000,Jews,1,3971
3972000,Jews,1,3972
3973000,Jews,1,3973
3974000,Jews,1,3974
3975000,Jews,1,3975
3976000,Jews,1,3976
3977000,Jews,1,3977
3978000,Jews,1,3978
3979000,Jews,1,3979
3980000,Jews,1,3980
3981000,Jews,1,3981
3982000,Jews,1,3982
3983000,Jews,1,3983
3984000,Jews,1,3984
3985000,Jews,1,3985
3986000,Jews,1,3986
3987000,Jews,1,3987
3988000,Jews,1,3988
3989000,Jews,1,3989
3990000,Jews,1,3990
3991000,Jews,1,3991
3992000,Jews,1,3992
3993000,Jews,1,3993
3994000,Jews,1,3994
3995000,Jews,1,3995
3996000,Jews,1,3996
3997000,Jews,1,3997
3998000,Jews,1,3998
3999000,Jews,1,3999
4000000,Jews,1,4000
4001000,Jews,1,4001
4002000,Jews,1,4002
4003000,Jews,1,4003
4004000,Jews,1,4004
4005000,Jews,1,4005
4006000,Jews,1,4006
4007000,Jews,1,4007
4008000,Jews,1,4008
4009000,Jews,1,4009
4010000,Jews,1,4010
4011000,Jews,1,4011
4012000,Jews,1,4012
4013000,Jews,1,4013
4014000,Jews,1,4014
4015000,Jews,1,4015
4016000,Jews,1,4016
4017000,Jews,1,4017
4018000,Jews,1,4018
4019000,Jews,1,4019
4020000,Jews,1,4020
4021000,Jews,1,4021
4022000,Jews,1,4022
4023000,Jews,1,4023
4024000,Jews,1,4024
4025000,Jews,1,4025
4026000,Jews,1,4026
4027000,Jews,1,4027
4028000,Jews,1,4028
4029000,Jews,1,4029
4030000,Jews,1,4030
4031000,Jews,1,4031
4032000,Jews,1,4032
4033000,Jews,1,4033
4034000,Jews,1,4034
4035000,Jews,1,4035
4036000,Jews,1,4036
4037000,Jews,1,4037
4038000,Jews,1,4038
4039000,Jews,1,4039
4040000,Jews,1,4040
4041000,Jews,1,4041
4042000,Jews,1,4042
4043000,Jews,1,4043
4044000,Jews,1,4044
4045000,Jews,1,4045
4046000,Jews,1,4046
4047000,Jews,1,4047
4048000,Jews,1,4048
4049000,Jews,1,4049
4050000,Jews,1,4050
4051000,Jews,1,4051
4052000,Jews,1,4052
4053000,Jews,1,4053
4054000,Jews,1,4054
4055000,Jews,1,4055
4056000,Jews,1,4056
4057000,Jews,1,4057
4058000,Jews,1,4058
4059000,Jews,1,4059
4060000,Jews,1,4060
4061000,Jews,1,4061
4062000,Jews,1,4062
4063000,Jews,1,4063
4064000,Jews,1,4064
4065000,Jews,1,4065
4066000,Jews,1,4066
4067000,Jews,1,4067
4068000,Jews,1,4068
4069000,Jews,1,4069
4070000,Jews,1,4070
4071000,Jews,1,4071
4072000,Jews,1,4072
4073000,Jews,1,4073
4074000,Jews,1,4074
4075000,Jews,1,4075
4076000,Jews,1,4076
4077000,Jews,1,4077
4078000,Jews,1,4078
4079000,Jews,1,4079
4080000,Jews,1,4080
4081000,Jews,1,4081
4082000,Jews,1,4082
4083000,Jews,1,4083
4084000,Jews,1,4084
4085000,Jews,1,4085
4086000,Jews,1,4086
4087000,Jews,1,4087
4088000,Jews,1,4088
4089000,Jews,1,4089
4090000,Jews,1,4090
4091000,Jews,1,4091
4092000,Jews,1,4092
4093000,Jews,1,4093
4094000,Jews,1,4094
4095000,Jews,1,4095
4096000,Jews,1,4096
4097000,Jews,1,4097
4098000,Jews,1,4098
4099000,Jews,1,4099
4100000,Jews,1,4100
4101000,Jews,1,4101
4102000,Jews,1,4102
4103000,Jews,1,4103
4104000,Jews,1,4104
4105000,Jews,1,4105
4106000,Jews,1,4106
4107000,Jews,1,4107
4108000,Jews,1,4108
4109000,Jews,1,4109
4110000,Jews,1,4110
4111000,Jews,1,4111
4112000,Jews,1,4112
4113000,Jews,1,4113
4114000,Jews,1,4114
4115000,Jews,1,4115
4116000,Jews,1,4116
4117000,Jews,1,4117
4118000,Jews,1,4118
4119000,Jews,1,4119
4120000,Jews,1,4120
4121000,Jews,1,4121
4122000,Jews,1,4122
4123000,Jews,1,4123
4124000,Jews,1,4124
4125000,Jews,1,4125
4126000,Jews,1,4126
4127000,Jews,1,4127
4128000,Jews,1,4128
4129000,Jews,1,4129
4130000,Jews,1,4130
4131000,Jews,1,4131
4132000,Jews,1,4132
4133000,Jews,1,4133
4134000,Jews,1,4134
4135000,Jews,1,4135
4136000,Jews,1,4136
4137000,Jews,1,4137
4138000,Jews,1,4138
4139000,Jews,1,4139
4140000,Jews,1,4140
4141000,Jews,1,4141
4142000,Jews,1,4142
4143000,Jews,1,4143
4144000,Jews,1,4144
4145000,Jews,1,4145
4146000,Jews,1,4146
4147000,Jews,1,4147
4148000,Jews,1,4148
4149000,Jews,1,4149
4150000,Jews,1,4150
4151000,Jews,1,4151
4152000,Jews,1,4152
4153000,Jews,1,4153
4154000,Jews,1,4154
4155000,Jews,1,4155
4156000,Jews,1,4156
4157000,Jews,1,4157
4158000,Jews,1,4158
4159000,Jews,1,4159
4160000,Jews,1,4160
4161000,Jews,1,4161
4162000,Jews,1,4162
4163000,Jews,1,4163
4164000,Jews,1,4164
4165000,Jews,1,4165
4166000,Jews,1,4166
4167000,Jews,1,4167
4168000,Jews,1,4168
4169000,Jews,1,4169
4170000,Jews,1,4170
4171000,Jews,1,4171
4172000,Jews,1,4172
4173000,Jews,1,4173
4174000,Jews,1,4174
4175000,Jews,1,4175
4176000,Jews,1,4176
4177000,Jews,1,4177
4178000,Jews,1,4178
4179000,Jews,1,4179
4180000,Jews,1,4180
4181000,Jews,1,4181
4182000,Jews,1,4182
4183000,Jews,1,4183
4184000,Jews,1,4184
4185000,Jews,1,4185
4186000,Jews,1,4186
4187000,Jews,1,4187
4188000,Jews,1,4188
4189000,Jews,1,4189
4190000,Jews,1,4190
4191000,Jews,1,4191
4192000,Jews,1,4192
4193000,Jews,1,4193
4194000,Jews,1,4194
4195000,Jews,1,4195
4196000,Jews,1,4196
4197000,Jews,1,4197
4198000,Jews,1,4198
4199000,Jews,1,4199
4200000,Jews,1,4200
4201000,Jews,1,4201
4202000,Jews,1,4202
4203000,Jews,1,4203
4204000,Jews,1,4204
4205000,Jews,1,4205
4206000,Jews,1,4206
4207000,Jews,1,4207
4208000,Jews,1,4208
4209000,Jews,1,4209
4210000,Jews,1,4210
4211000,Jews,1,4211
4212000,Jews,1,4212
4213000,Jews,1,4213
4214000,Jews,1,4214
4215000,Jews,1,4215
4216000,Jews,1,4216
4217000,Jews,1,4217
4218000,Jews,1,4218
4219000,Jews,1,4219
4220000,Jews,1,4220
4221000,Jews,1,4221
4222000,Jews,1,4222
4223000,Jews,1,4223
4224000,Jews,1,4224
4225000,Jews,1,4225
4226000,Jews,1,4226
4227000,Jews,1,4227
4228000,Jews,1,4228
4229000,Jews,1,4229
4230000,Jews,1,4230
4231000,Jews,1,4231
4232000,Jews,1,4232
4233000,Jews,1,4233
4234000,Jews,1,4234
4235000,Jews,1,4235
4236000,Jews,1,4236
4237000,Jews,1,4237
4238000,Jews,1,4238
4239000,Jews,1,4239
4240000,Jews,1,4240
4241000,Jews,1,4241
4242000,Jews,1,4242
4243000,Jews,1,4243
4244000,Jews,1,4244
4245000,Jews,1,4245
4246000,Jews,1,4246
4247000,Jews,1,4247
4248000,Jews,1,4248
4249000,Jews,1,4249
4250000,Jews,1,4250
4251000,Jews,1,4251
4252000,Jews,1,4252
4253000,Jews,1,4253
4254000,Jews,1,4254
4255000,Jews,1,4255
4256000,Jews,1,4256
4257000,Jews,1,4257
4258000,Jews,1,4258
4259000,Jews,1,4259
4260000,Jews,1,4260
4261000,Jews,1,4261
4262000,Jews,1,4262
4263000,Jews,1,4263
4264000,Jews,1,4264
4265000,Jews,1,4265
4266000,Jews,1,4266
4267000,Jews,1,4267
4268000,Jews,1,4268
4269000,Jews,1,4269
4270000,Jews,1,4270
4271000,Jews,1,4271
4272000,Jews,1,4272
4273000,Jews,1,4273
4274000,Jews,1,4274
4275000,Jews,1,4275
4276000,Jews,1,4276
4277000,Jews,1,4277
4278000,Jews,1,4278
4279000,Jews,1,4279
4280000,Jews,1,4280
4281000,Jews,1,4281
4282000,Jews,1,4282
4283000,Jews,1,4283
4284000,Jews,1,4284
4285000,Jews,1,4285
4286000,Jews,1,4286
4287000,Jews,1,4287
4288000,Jews,1,4288
4289000,Jews,1,4289
4290000,Jews,1,4290
4291000,Jews,1,4291
4292000,Jews,1,4292
4293000,Jews,1,4293
4294000,Jews,1,4294
4295000,Jews,1,4295
4296000,Jews,1,4296
4297000,Jews,1,4297
4298000,Jews,1,4298
4299000,Jews,1,4299
4300000,Jews,1,4300
4301000,Jews,1,4301
4302000,Jews,1,4302
4303000,Jews,1,4303
4304000,Jews,1,4304
4305000,Jews,1,4305
4306000,Jews,1,4306
4307000,Jews,1,4307
4308000,Jews,1,4308
4309000,Jews,1,4309
4310000,Jews,1,4310
4311000,Jews,1,4311
4312000,Jews,1,4312
4313000,Jews,1,4313
4314000,Jews,1,4314
4315000,Jews,1,4315
4316000,Jews,1,4316
4317000,Jews,1,4317
4318000,Jews,1,4318
4319000,Jews,1,4319
4320000,Jews,1,4320
4321000,Jews,1,4321
4322000,Jews,1,4322
4323000,Jews,1,4323
4324000,Jews,1,4324
4325000,Jews,1,4325
4326000,Jews,1,4326
4327000,Jews,1,4327
4328000,Jews,1,4328
4329000,Jews,1,4329
4330000,Jews,1,4330
4331000,Jews,1,4331
4332000,Jews,1,4332
4333000,Jews,1,4333
4334000,Jews,1,4334
4335000,Jews,1,4335
4336000,Jews,1,4336
4337000,Jews,1,4337
4338000,Jews,1,4338
4339000,Jews,1,4339
4340000,Jews,1,4340
4341000,Jews,1,4341
4342000,Jews,1,4342
4343000,Jews,1,4343
4344000,Jews,1,4344
4345000,Jews,1,4345
4346000,Jews,1,4346
4347000,Jews,1,4347
4348000,Jews,1,4348
4349000,Jews,1,4349
4350000,Jews,1,4350
4351000,Jews,1,4351
4352000,Jews,1,4352
4353000,Jews,1,4353
4354000,Jews,1,4354
4355000,Jews,1,4355
4356000,Jews,1,4356
4357000,Jews,1,4357
4358000,Jews,1,4358
4359000,Jews,1,4359
4360000,Jews,1,4360
4361000,Jews,1,4361
4362000,Jews,1,4362
4363000,Jews,1,4363
4364000,Jews,1,4364
4365000,Jews,1,4365
4366000,Jews,1,4366
4367000,Jews,1,4367
4368000,Jews,1,4368
4369000,Jews,1,4369
4370000,Jews,1,4370
4371000,Jews,1,4371
4372000,Jews,1,4372
4373000,Jews,1,4373
4374000,Jews,1,4374
4375000,Jews,1,4375
4376000,Jews,1,4376
4377000,Jews,1,4377
4378000,Jews,1,4378
4379000,Jews,1,4379
4380000,Jews,1,4380
4381000,Jews,1,4381
4382000,Jews,1,4382
4383000,Jews,1,4383
4384000,Jews,1,4384
4385000,Jews,1,4385
4386000,Jews,1,4386
4387000,Jews,1,4387
4388000,Jews,1,4388
4389000,Jews,1,4389
4390000,Jews,1,4390
4391000,Jews,1,4391
4392000,Jews,1,4392
4393000,Jews,1,4393
4394000,Jews,1,4394
4395000,Jews,1,4395
4396000,Jews,1,4396
4397000,Jews,1,4397
4398000,Jews,1,4398
4399000,Jews,1,4399
4400000,Jews,1,4400
4401000,Jews,1,4401
4402000,Jews,1,4402
4403000,Jews,1,4403
4404000,Jews,1,4404
4405000,Jews,1,4405
4406000,Jews,1,4406
4407000,Jews,1,4407
4408000,Jews,1,4408
4409000,Jews,1,4409
4410000,Jews,1,4410
4411000,Jews,1,4411
4412000,Jews,1,4412
4413000,Jews,1,4413
4414000,Jews,1,4414
4415000,Jews,1,4415
4416000,Jews,1,4416
4417000,Jews,1,4417
4418000,Jews,1,4418
4419000,Jews,1,4419
4420000,Jews,1,4420
4421000,Jews,1,4421
4422000,Jews,1,4422
4423000,Jews,1,4423
4424000,Jews,1,4424
4425000,Jews,1,4425
4426000,Jews,1,4426
4427000,Jews,1,4427
4428000,Jews,1,4428
4429000,Jews,1,4429
4430000,Jews,1,4430
4431000,Jews,1,4431
4432000,Jews,1,4432
4433000,Jews,1,4433
4434000,Jews,1,4434
4435000,Jews,1,4435
4436000,Jews,1,4436
4437000,Jews,1,4437
4438000,Jews,1,4438
4439000,Jews,1,4439
4440000,Jews,1,4440
4441000,Jews,1,4441
4442000,Jews,1,4442
4443000,Jews,1,4443
4444000,Jews,1,4444
4445000,Jews,1,4445
4446000,Jews,1,4446
4447000,Jews,1,4447
4448000,Jews,1,4448
4449000,Jews,1,4449
4450000,Jews,1,4450
4451000,Jews,1,4451
4452000,Jews,1,4452
4453000,Jews,1,4453
4454000,Jews,1,4454
4455000,Jews,1,4455
4456000,Jews,1,4456
4457000,Jews,1,4457
4458000,Jews,1,4458
4459000,Jews,1,4459
4460000,Jews,1,4460
4461000,Jews,1,4461
4462000,Jews,1,4462
4463000,Jews,1,4463
4464000,Jews,1,4464
4465000,Jews,1,4465
4466000,Jews,1,4466
4467000,Jews,1,4467
4468000,Jews,1,4468
4469000,Jews,1,4469
4470000,Jews,1,4470
4471000,Jews,1,4471
4472000,Jews,1,4472
4473000,Jews,1,4473
4474000,Jews,1,4474
4475000,Jews,1,4475
4476000,Jews,1,4476
4477000,Jews,1,4477
4478000,Jews,1,4478
4479000,Jews,1,4479
4480000,Jews,1,4480
4481000,Jews,1,4481
4482000,Jews,1,4482
4483000,Jews,1,4483
4484000,Jews,1,4484
4485000,Jews,1,4485
4486000,Jews,1,4486
4487000,Jews,1,4487
4488000,Jews,1,4488
4489000,Jews,1,4489
4490000,Jews,1,4490
4491000,Jews,1,4491
4492000,Jews,1,4492
4493000,Jews,1,4493
4494000,Jews,1,4494
4495000,Jews,1,4495
4496000,Jews,1,4496
4497000,Jews,1,4497
4498000,Jews,1,4498
4499000,Jews,1,4499
4500000,Jews,1,4500
4501000,Jews,1,4501
4502000,Jews,1,4502
4503000,Jews,1,4503
4504000,Jews,1,4504
4505000,Jews,1,4505
4506000,Jews,1,4506
4507000,Jews,1,4507
4508000,Jews,1,4508
4509000,Jews,1,4509
4510000,Jews,1,4510
4511000,Jews,1,4511
4512000,Jews,1,4512
4513000,Jews,1,4513
4514000,Jews,1,4514
4515000,Jews,1,4515
4516000,Jews,1,4516
4517000,Jews,1,4517
4518000,Jews,1,4518
4519000,Jews,1,4519
4520000,Jews,1,4520
4521000,Jews,1,4521
4522000,Jews,1,4522
4523000,Jews,1,4523
4524000,Jews,1,4524
4525000,Jews,1,4525
4526000,Jews,1,4526
4527000,Jews,1,4527
4528000,Jews,1,4528
4529000,Jews,1,4529
4530000,Jews,1,4530
4531000,Jews,1,4531
4532000,Jews,1,4532
4533000,Jews,1,4533
4534000,Jews,1,4534
4535000,Jews,1,4535
4536000,Jews,1,4536
4537000,Jews,1,4537
4538000,Jews,1,4538
4539000,Jews,1,4539
4540000,Jews,1,4540
4541000,Jews,1,4541
4542000,Jews,1,4542
4543000,Jews,1,4543
4544000,Jews,1,4544
4545000,Jews,1,4545
4546000,Jews,1,4546
4547000,Jews,1,4547
4548000,Jews,1,4548
4549000,Jews,1,4549
4550000,Jews,1,4550
4551000,Jews,1,4551
4552000,Jews,1,4552
4553000,Jews,1,4553
4554000,Jews,1,4554
4555000,Jews,1,4555
4556000,Jews,1,4556
4557000,Jews,1,4557
4558000,Jews,1,4558
4559000,Jews,1,4559
4560000,Jews,1,4560
4561000,Jews,1,4561
4562000,Jews,1,4562
4563000,Jews,1,4563
4564000,Jews,1,4564
4565000,Jews,1,4565
4566000,Jews,1,4566
4567000,Jews,1,4567
4568000,Jews,1,4568
4569000,Jews,1,4569
4570000,Jews,1,4570
4571000,Jews,1,4571
4572000,Jews,1,4572
4573000,Jews,1,4573
4574000,Jews,1,4574
4575000,Jews,1,4575
4576000,Jews,1,4576
4577000,Jews,1,4577
4578000,Jews,1,4578
4579000,Jews,1,4579
4580000,Jews,1,4580
4581000,Jews,1,4581
4582000,Jews,1,4582
4583000,Jews,1,4583
4584000,Jews,1,4584
4585000,Jews,1,4585
4586000,Jews,1,4586
4587000,Jews,1,4587
4588000,Jews,1,4588
4589000,Jews,1,4589
4590000,Jews,1,4590
4591000,Jews,1,4591
4592000,Jews,1,4592
4593000,Jews,1,4593
4594000,Jews,1,4594
4595000,Jews,1,4595
4596000,Jews,1,4596
4597000,Jews,1,4597
4598000,Jews,1,4598
4599000,Jews,1,4599
4600000,Jews,1,4600
4601000,Jews,1,4601
4602000,Jews,1,4602
4603000,Jews,1,4603
4604000,Jews,1,4604
4605000,Jews,1,4605
4606000,Jews,1,4606
4607000,Jews,1,4607
4608000,Jews,1,4608
4609000,Jews,1,4609
4610000,Jews,1,4610
4611000,Jews,1,4611
4612000,Jews,1,4612
4613000,Jews,1,4613
4614000,Jews,1,4614
4615000,Jews,1,4615
4616000,Jews,1,4616
4617000,Jews,1,4617
4618000,Jews,1,4618
4619000,Jews,1,4619
4620000,Jews,1,4620
4621000,Jews,1,4621
4622000,Jews,1,4622
4623000,Jews,1,4623
4624000,Jews,1,4624
4625000,Jews,1,4625
4626000,Jews,1,4626
4627000,Jews,1,4627
4628000,Jews,1,4628
4629000,Jews,1,4629
4630000,Jews,1,4630
4631000,Jews,1,4631
4632000,Jews,1,4632
4633000,Jews,1,4633
4634000,Jews,1,4634
4635000,Jews,1,4635
4636000,Jews,1,4636
4637000,Jews,1,4637
4638000,Jews,1,4638
4639000,Jews,1,4639
4640000,Jews,1,4640
4641000,Jews,1,4641
4642000,Jews,1,4642
4643000,Jews,1,4643
4644000,Jews,1,4644
4645000,Jews,1,4645
4646000,Jews,1,4646
4647000,Jews,1,4647
4648000,Jews,1,4648
4649000,Jews,1,4649
4650000,Jews,1,4650
4651000,Jews,1,4651
4652000,Jews,1,4652
4653000,Jews,1,4653
4654000,Jews,1,4654
4655000,Jews,1,4655
4656000,Jews,1,4656
4657000,Jews,1,4657
4658000,Jews,1,4658
4659000,Jews,1,4659
4660000,Jews,1,4660
4661000,Jews,1,4661
4662000,Jews,1,4662
4663000,Jews,1,4663
4664000,Jews,1,4664
4665000,Jews,1,4665
4666000,Jews,1,4666
4667000,Jews,1,4667
4668000,Jews,1,4668
4669000,Jews,1,4669
4670000,Jews,1,4670
4671000,Jews,1,4671
4672000,Jews,1,4672
4673000,Jews,1,4673
4674000,Jews,1,4674
4675000,Jews,1,4675
4676000,Jews,1,4676
4677000,Jews,1,4677
4678000,Jews,1,4678
4679000,Jews,1,4679
4680000,Jews,1,4680
4681000,Jews,1,4681
4682000,Jews,1,4682
4683000,Jews,1,4683
4684000,Jews,1,4684
4685000,Jews,1,4685
4686000,Jews,1,4686
4687000,Jews,1,4687
4688000,Jews,1,4688
4689000,Jews,1,4689
4690000,Jews,1,4690
4691000,Jews,1,4691
4692000,Jews,1,4692
4693000,Jews,1,4693
4694000,Jews,1,4694
4695000,Jews,1,4695
4696000,Jews,1,4696
4697000,Jews,1,4697
4698000,Jews,1,4698
4699000,Jews,1,4699
4700000,Jews,1,4700
4701000,Jews,1,4701
4702000,Jews,1,4702
4703000,Jews,1,4703
4704000,Jews,1,4704
4705000,Jews,1,4705
4706000,Jews,1,4706
4707000,Jews,1,4707
4708000,Jews,1,4708
4709000,Jews,1,4709
4710000,Jews,1,4710
4711000,Jews,1,4711
4712000,Jews,1,4712
4713000,Jews,1,4713
4714000,Jews,1,4714
4715000,Jews,1,4715
4716000,Jews,1,4716
4717000,Jews,1,4717
4718000,Jews,1,4718
4719000,Jews,1,4719
4720000,Jews,1,4720
4721000,Jews,1,4721
4722000,Jews,1,4722
4723000,Jews,1,4723
4724000,Jews,1,4724
4725000,Jews,1,4725
4726000,Jews,1,4726
4727000,Jews,1,4727
4728000,Jews,1,4728
4729000,Jews,1,4729
4730000,Jews,1,4730
4731000,Jews,1,4731
4732000,Jews,1,4732
4733000,Jews,1,4733
4734000,Jews,1,4734
4735000,Jews,1,4735
4736000,Jews,1,4736
4737000,Jews,1,4737
4738000,Jews,1,4738
4739000,Jews,1,4739
4740000,Jews,1,4740
4741000,Jews,1,4741
4742000,Jews,1,4742
4743000,Jews,1,4743
4744000,Jews,1,4744
4745000,Jews,1,4745
4746000,Jews,1,4746
4747000,Jews,1,4747
4748000,Jews,1,4748
4749000,Jews,1,4749
4750000,Jews,1,4750
4751000,Jews,1,4751
4752000,Jews,1,4752
4753000,Jews,1,4753
4754000,Jews,1,4754
4755000,Jews,1,4755
4756000,Jews,1,4756
4757000,Jews,1,4757
4758000,Jews,1,4758
4759000,Jews,1,4759
4760000,Jews,1,4760
4761000,Jews,1,4761
4762000,Jews,1,4762
4763000,Jews,1,4763
4764000,Jews,1,4764
4765000,Jews,1,4765
4766000,Jews,1,4766
4767000,Jews,1,4767
4768000,Jews,1,4768
4769000,Jews,1,4769
4770000,Jews,1,4770
4771000,Jews,1,4771
4772000,Jews,1,4772
4773000,Jews,1,4773
4774000,Jews,1,4774
4775000,Jews,1,4775
4776000,Jews,1,4776
4777000,Jews,1,4777
4778000,Jews,1,4778
4779000,Jews,1,4779
4780000,Jews,1,4780
4781000,Jews,1,4781
4782000,Jews,1,4782
4783000,Jews,1,4783
4784000,Jews,1,4784
4785000,Jews,1,4785
4786000,Jews,1,4786
4787000,Jews,1,4787
4788000,Jews,1,4788
4789000,Jews,1,4789
4790000,Jews,1,4790
4791000,Jews,1,4791
4792000,Jews,1,4792
4793000,Jews,1,4793
4794000,Jews,1,4794
4795000,Jews,1,4795
4796000,Jews,1,4796
4797000,Jews,1,4797
4798000,Jews,1,4798
4799000,Jews,1,4799
4800000,Jews,1,4800
4801000,Jews,1,4801
4802000,Jews,1,4802
4803000,Jews,1,4803
4804000,Jews,1,4804
4805000,Jews,1,4805
4806000,Jews,1,4806
4807000,Jews,1,4807
4808000,Jews,1,4808
4809000,Jews,1,4809
4810000,Jews,1,4810
4811000,Jews,1,4811
4812000,Jews,1,4812
4813000,Jews,1,4813
4814000,Jews,1,4814
4815000,Jews,1,4815
4816000,Jews,1,4816
4817000,Jews,1,4817
4818000,Jews,1,4818
4819000,Jews,1,4819
4820000,Jews,1,4820
4821000,Jews,1,4821
4822000,Jews,1,4822
4823000,Jews,1,4823
4824000,Jews,1,4824
4825000,Jews,1,4825
4826000,Jews,1,4826
4827000,Jews,1,4827
4828000,Jews,1,4828
4829000,Jews,1,4829
4830000,Jews,1,4830
4831000,Jews,1,4831
4832000,Jews,1,4832
4833000,Jews,1,4833
4834000,Jews,1,4834
4835000,Jews,1,4835
4836000,Jews,1,4836
4837000,Jews,1,4837
4838000,Jews,1,4838
4839000,Jews,1,4839
4840000,Jews,1,4840
4841000,Jews,1,4841
4842000,Jews,1,4842
4843000,Jews,1,4843
4844000,Jews,1,4844
4845000,Jews,1,4845
4846000,Jews,1,4846
4847000,Jews,1,4847
4848000,Jews,1,4848
4849000,Jews,1,4849
4850000,Jews,1,4850
4851000,Jews,1,4851
4852000,Jews,1,4852
4853000,Jews,1,4853
4854000,Jews,1,4854
4855000,Jews,1,4855
4856000,Jews,1,4856
4857000,Jews,1,4857
4858000,Jews,1,4858
4859000,Jews,1,4859
4860000,Jews,1,4860
4861000,Jews,1,4861
4862000,Jews,1,4862
4863000,Jews,1,4863
4864000,Jews,1,4864
4865000,Jews,1,4865
4866000,Jews,1,4866
4867000,Jews,1,4867
4868000,Jews,1,4868
4869000,Jews,1,4869
4870000,Jews,1,4870
4871000,Jews,1,4871
4872000,Jews,1,4872
4873000,Jews,1,4873
4874000,Jews,1,4874
4875000,Jews,1,4875
4876000,Jews,1,4876
4877000,Jews,1,4877
4878000,Jews,1,4878
4879000,Jews,1,4879
4880000,Jews,1,4880
4881000,Jews,1,4881
4882000,Jews,1,4882
4883000,Jews,1,4883
4884000,Jews,1,4884
4885000,Jews,1,4885
4886000,Jews,1,4886
4887000,Jews,1,4887
4888000,Jews,1,4888
4889000,Jews,1,4889
4890000,Jews,1,4890
4891000,Jews,1,4891
4892000,Jews,1,4892
4893000,Jews,1,4893
4894000,Jews,1,4894
4895000,Jews,1,4895
4896000,Jews,1,4896
4897000,Jews,1,4897
4898000,Jews,1,4898
4899000,Jews,1,4899
4900000,Jews,1,4900
4901000,Jews,1,4901
4902000,Jews,1,4902
4903000,Jews,1,4903
4904000,Jews,1,4904
4905000,Jews,1,4905
4906000,Jews,1,4906
4907000,Jews,1,4907
4908000,Jews,1,4908
4909000,Jews,1,4909
4910000,Jews,1,4910
4911000,Jews,1,4911
4912000,Jews,1,4912
4913000,Jews,1,4913
4914000,Jews,1,4914
4915000,Jews,1,4915
4916000,Jews,1,4916
4917000,Jews,1,4917
4918000,Jews,1,4918
4919000,Jews,1,4919
4920000,Jews,1,4920
4921000,Jews,1,4921
4922000,Jews,1,4922
4923000,Jews,1,4923
4924000,Jews,1,4924
4925000,Jews,1,4925
4926000,Jews,1,4926
4927000,Jews,1,4927
4928000,Jews,1,4928
4929000,Jews,1,4929
4930000,Jews,1,4930
4931000,Jews,1,4931
4932000,Jews,1,4932
4933000,Jews,1,4933
4934000,Jews,1,4934
4935000,Jews,1,4935
4936000,Jews,1,4936
4937000,Jews,1,4937
4938000,Jews,1,4938
4939000,Jews,1,4939
4940000,Jews,1,4940
4941000,Jews,1,4941
4942000,Jews,1,4942
4943000,Jews,1,4943
4944000,Jews,1,4944
4945000,Jews,1,4945
4946000,Jews,1,4946
4947000,Jews,1,4947
4948000,Jews,1,4948
4949000,Jews,1,4949
4950000,Jews,1,4950
4951000,Jews,1,4951
4952000,Jews,1,4952
4953000,Jews,1,4953
4954000,Jews,1,4954
4955000,Jews,1,4955
4956000,Jews,1,4956
4957000,Jews,1,4957
4958000,Jews,1,4958
4959000,Jews,1,4959
4960000,Jews,1,4960
4961000,Jews,1,4961
4962000,Jews,1,4962
4963000,Jews,1,4963
4964000,Jews,1,4964
4965000,Jews,1,4965
4966000,Jews,1,4966
4967000,Jews,1,4967
