Airline,Dest Latitude,Dest Longitude,Destination airport,Origin Latitude,Origin Longitude,Origin airport
DL,41.2442,-81.5059,LGA,40.4638,-73.5221,CLE
DL,41.322,-93.3945,LGA,40.4638,-73.5221,DSM
DL,41.5846,-87.5416,LGA,40.4638,-73.5221,ORD
DL,42.1244,-83.2112,LGA,40.4638,-73.5221,DTW
DL,42.2151,-71.018,LGA,40.4638,-73.5221,BOS
DL,42.5251,-85.3122,LGA,40.4638,-73.5221,GRR
DL,42.5625,-78.4355,LGA,40.4638,-73.5221,BUF
DL,42.565,-87.5347,LGA,40.4638,-73.5221,MKE
DL,43.64,-76.622,LGA,40.4638,-73.5221,SYR
DL,43.77,-77.402,LGA,40.4638,-73.5221,ROC
DL,43.823,-89.2015,LGA,40.4638,-73.5221,MSN
DL,44.2818,-73.911,LGA,40.4638,-73.5221,BTV
DL,44.4826,-68.4941,LGA,40.4638,-73.5221,BGR
DL,44.5249,-93.13,LGA,40.4638,-73.5221,MSP
DL,28.2544,-81.1857,SLC,40.4718,-111.5839,MCO
DL,29.321,-98.2811,SLC,40.4718,-111.5839,SAT
DL,29.5849,-95.2023,SLC,40.4718,-111.5839,IAH
DL,29.5936,-90.1528,SLC,40.4718,-111.5839,MSY
DL,30.114,-97.4011,SLC,40.4718,-111.5839,AUS
DL,32.44,-117.1122,SLC,40.4718,-111.5839,SAN
DL,32.5347,-97.215,SLC,40.4718,-111.5839,DFW
DL,32.658,-110.5629,SLC,40.4718,-111.5839,TUS
DL,33.263,-112.029,SLC,40.4718,-111.5839,PHX
DL,33.3825,-84.2537,SLC,40.4718,-111.5839,ATL
DL,33.4032,-117.525,SLC,40.4718,-111.5839,SNA
DL,33.493,-118.95,SLC,40.4718,-111.5839,LGB
DL,33.4946,-116.3024,SLC,40.4718,-111.5839,PSP
DL,33.5633,-118.2429,SLC,40.4718,-111.5839,LAX
DL,34.122,-118.2131,SLC,40.4718,-111.5839,BUR
DL,34.321,-117.364,SLC,40.4718,-111.5839,ONT
DL,35.125,-80.5635,SLC,40.4718,-111.5839,CLT
DL,35.232,-89.5836,SLC,40.4718,-111.5839,MEM
DL,35.2335,-97.362,SLC,40.4718,-111.5839,OKC
DL,35.5239,-78.4714,SLC,40.4718,-111.5839,RDU
DL,36.1154,-95.5317,SLC,40.4718,-111.5839,TUL
DL,36.449,-115.98,SLC,40.4718,-111.5839,LAS
DL,36.4634,-119.435,SLC,40.4718,-111.5839,FAT
DL,36.728,-86.4041,SLC,40.4718,-111.5839,BNA
DL,37.2142,-121.5544,SLC,40.4718,-111.5839,SJC
DL,37.378,-122.2229,SLC,40.4718,-111.5839,SFO
DL,37.423,-113.555,SLC,40.4718,-111.5839,CDC
DL,37.4316,-122.1314,SLC,40.4718,-111.5839,OAK
DL,38.4143,-121.3526,SLC,40.4718,-111.5839,SMF
DL,38.4451,-90.2135,SLC,40.4718,-111.5839,STL
DL,38.482,-104.42,SLC,40.4718,-111.5839,COS
DL,38.517,-77.215,SLC,40.4718,-111.5839,DCA
DL,39.1031,-76.406,SLC,40.4718,-111.5839,BWI
DL,39.1751,-94.425,SLC,40.4718,-111.5839,MCI
DL,39.246,-84.3943,SLC,40.4718,-111.5839,CVG
DL,39.2954,-119.465,SLC,40.4718,-111.5839,RNO
DL,39.432,-86.1739,SLC,40.4718,-111.5839,IND
DL,39.513,-104.401,SLC,40.4718,-111.5839,DEN
DL,39.5219,-75.1428,SLC,40.4718,-111.5839,PHL
DL,40.3823,-73.4644,SLC,40.4718,-111.5839,JFK
DL,40.4132,-74.107,SLC,40.4718,-111.5839,EWR
DL,41.189,-95.5337,SLC,40.4718,-111.5839,OMA
DL,41.5846,-87.5416,SLC,40.4718,-111.5839,ORD
DL,42.1244,-83.2112,SLC,40.4718,-111.5839,DTW
DL,42.2151,-71.018,SLC,40.4718,-111.5839,BOS
DL,42.5428,-106.2751,SLC,40.4718,-111.5839,CPR
DL,43.3351,-116.1322,SLC,40.4718,-111.5839,BOI
DL,43.823,-89.2015,SLC,40.4718,-111.5839,MSN
DL,44.5249,-93.13,SLC,40.4718,-111.5839,MSP
DL,45.3519,-122.3551,SLC,40.4718,-111.5839,PDX
DL,46.3624,-111.5857,SLC,40.4718,-111.5839,HLN
DL,47.2656,-122.1833,SLC,40.4718,-111.5839,SEA
DL,47.2855,-111.2214,SLC,40.4718,-111.5839,GTF
DL,47.3711,-117.321,SLC,40.4718,-111.5839,GEG
DL,44.5249,-93.13,LNK,40.513,-96.4533,MSP
DL,28.2544,-81.1857,OMA,41.189,-95.5337,MCO
DL,33.3825,-84.2537,OMA,41.189,-95.5337,ATL
DL,38.517,-77.215,OMA,41.189,-95.5337,DCA
DL,40.4638,-73.5221,OMA,41.189,-95.5337,LGA
DL,40.4718,-111.5839,OMA,41.189,-95.5337,SLC
DL,42.1244,-83.2112,OMA,41.189,-95.5337,DTW
DL,44.5249,-93.13,OMA,41.189,-95.5337,MSP
DL,33.3825,-84.2537,CLE,41.2442,-81.5059,ATL
DL,40.3823,-73.4644,CLE,41.2442,-81.5059,JFK
DL,40.4638,-73.5221,CLE,41.2442,-81.5059,LGA
DL,42.1244,-83.2112,CLE,41.2442,-81.5059,DTW
DL,44.5249,-93.13,CLE,41.2442,-81.5059,MSP
DL,42.1244,-83.2112,SWF,41.3014,-74.617,DTW
DL,33.3825,-84.2537,DSM,41.322,-93.3945,ATL
DL,40.4638,-73.5221,DSM,41.322,-93.3945,LGA
DL,42.1244,-83.2112,DSM,41.322,-93.3945,DTW
DL,44.5249,-93.13,DSM,41.322,-93.3945,MSP
DL,28.2544,-81.1857,HPN,41.41,-73.4227,MCO
DL,33.3825,-84.2537,HPN,41.41,-73.4227,ATL
DL,42.1244,-83.2112,HPN,41.41,-73.4227,DTW
DL,33.3825,-84.2537,PVD,41.4326,-71.2541,ATL
DL,42.1244,-83.2112,PVD,41.4326,-71.2541,DTW
DL,33.3825,-84.2537,MDW,41.479,-87.458,ATL
DL,42.1244,-83.2112,MDW,41.479,-87.458,DTW
DL,44.5249,-93.13,MDW,41.479,-87.458,MSP
DL,33.3825,-84.2537,ORD,41.5846,-87.5416,ATL
DL,35.232,-89.5836,ORD,41.5846,-87.5416,MEM
DL,39.246,-84.3943,ORD,41.5846,-87.5416,CVG
DL,40.3823,-73.4644,ORD,41.5846,-87.5416,JFK
DL,40.4638,-73.5221,ORD,41.5846,-87.5416,LGA
DL,40.4718,-111.5839,ORD,41.5846,-87.5416,SLC
DL,42.1244,-83.2112,ORD,41.5846,-87.5416,DTW
DL,44.5249,-93.13,ORD,41.5846,-87.5416,MSP
DL,25.4735,-80.1726,DTW,42.1244,-83.2112,MIA
DL,26.321,-81.4518,DTW,42.1244,-83.2112,RSW
DL,26.4059,-80.544,DTW,42.1244,-83.2112,PBI
DL,26.421,-80.99,DTW,42.1244,-83.2112,FLL
DL,27.5831,-82.3159,DTW,42.1244,-83.2112,TPA
DL,28.2544,-81.1857,DTW,42.1244,-83.2112,MCO
DL,29.321,-98.2811,DTW,42.1244,-83.2112,SAT
DL,29.5849,-95.2023,DTW,42.1244,-83.2112,IAH
DL,29.5936,-90.1528,DTW,42.1244,-83.2112,MSY
DL,30.114,-97.4011,DTW,42.1244,-83.2112,AUS
DL,30.2938,-81.4116,DTW,42.1244,-83.2112,JAX
DL,32.44,-117.1122,DTW,42.1244,-83.2112,SAN
DL,32.5347,-97.215,DTW,42.1244,-83.2112,DFW
DL,32.5355,-80.225,DTW,42.1244,-83.2112,CHS
DL,32.739,-81.127,DTW,42.1244,-83.2112,SAV
DL,33.263,-112.029,DTW,42.1244,-83.2112,PHX
DL,33.3346,-86.4512,DTW,42.1244,-83.2112,BHM
DL,33.3825,-84.2537,DTW,42.1244,-83.2112,ATL
DL,33.4047,-78.5542,DTW,42.1244,-83.2112,MYR
DL,33.5619,-81.71,DTW,42.1244,-83.2112,CAE
DL,33.5633,-118.2429,DTW,42.1244,-83.2112,LAX
DL,34.4346,-92.1327,DTW,42.1244,-83.2112,LIT
DL,35.125,-80.5635,DTW,42.1244,-83.2112,CLT
DL,35.232,-89.5836,DTW,42.1244,-83.2112,MEM
DL,35.2335,-97.362,DTW,42.1244,-83.2112,OKC
DL,35.27,-85.1213,DTW,42.1244,-83.2112,CHA
DL,35.4844,-83.5934,DTW,42.1244,-83.2112,TYS
DL,35.5239,-78.4714,DTW,42.1244,-83.2112,RDU
DL,36.1154,-95.5317,DTW,42.1244,-83.2112,TUL
DL,36.449,-115.98,DTW,42.1244,-83.2112,LAS
DL,36.534,-76.124,DTW,42.1244,-83.2112,ORF
DL,36.728,-86.4041,DTW,42.1244,-83.2112,BNA
DL,37.3018,-77.191,DTW,42.1244,-83.2112,RIC
DL,37.378,-122.2229,DTW,42.1244,-83.2112,SFO
DL,38.4451,-90.2135,DTW,42.1244,-83.2112,STL
DL,38.517,-77.215,DTW,42.1244,-83.2112,DCA
DL,38.564,-77.272,DTW,42.1244,-83.2112,IAD
DL,39.1031,-76.406,DTW,42.1244,-83.2112,BWI
DL,39.1751,-94.425,DTW,42.1244,-83.2112,MCI
DL,39.246,-84.3943,DTW,42.1244,-83.2112,CVG
DL,39.432,-86.1739,DTW,42.1244,-83.2112,IND
DL,39.513,-104.401,DTW,42.1244,-83.2112,DEN
DL,39.5219,-75.1428,DTW,42.1244,-83.2112,PHL
DL,39.548,-84.139,DTW,42.1244,-83.2112,DAY
DL,39.5952,-82.533,DTW,42.1244,-83.2112,CMH
DL,40.1136,-76.4548,DTW,42.1244,-83.2112,MDT
DL,40.2929,-80.1358,DTW,42.1244,-83.2112,PIT
DL,40.3823,-73.4644,DTW,42.1244,-83.2112,JFK
DL,40.4132,-74.107,DTW,42.1244,-83.2112,EWR
DL,40.4638,-73.5221,DTW,42.1244,-83.2112,LGA
DL,40.4718,-111.5839,DTW,42.1244,-83.2112,SLC
DL,41.189,-95.5337,DTW,42.1244,-83.2112,OMA
DL,41.2442,-81.5059,DTW,42.1244,-83.2112,CLE
DL,41.3014,-74.617,DTW,42.1244,-83.2112,SWF
DL,41.322,-93.3945,DTW,42.1244,-83.2112,DSM
DL,41.41,-73.4227,DTW,42.1244,-83.2112,HPN
DL,41.4326,-71.2541,DTW,42.1244,-83.2112,PVD
DL,41.479,-87.458,DTW,42.1244,-83.2112,MDW
DL,41.562,-72.4059,DTW,42.1244,-83.2112,BDL
DL,41.5846,-87.5416,DTW,42.1244,-83.2112,ORD
DL,42.2151,-71.018,DTW,42.1244,-83.2112,BOS
DL,42.4453,-73.481,DTW,42.1244,-83.2112,ALB
DL,42.4643,-84.3514,DTW,42.1244,-83.2112,LAN
DL,42.5251,-85.3122,DTW,42.1244,-83.2112,GRR
DL,42.5625,-78.4355,DTW,42.1244,-83.2112,BUF
DL,42.565,-87.5347,DTW,42.1244,-83.2112,MKE
DL,43.64,-76.622,DTW,42.1244,-83.2112,SYR
DL,43.77,-77.402,DTW,42.1244,-83.2112,ROC
DL,43.823,-89.2015,DTW,42.1244,-83.2112,MSN
DL,44.2818,-73.911,DTW,42.1244,-83.2112,BTV
DL,44.296,-88.746,DTW,42.1244,-83.2112,GRB
DL,44.4826,-68.4941,DTW,42.1244,-83.2112,BGR
DL,44.5249,-93.13,DTW,42.1244,-83.2112,MSP
DL,45.3519,-122.3551,DTW,42.1244,-83.2112,PDX
DL,46.322,-87.3342,DTW,42.1244,-83.2112,MQT
DL,47.2656,-122.1833,DTW,42.1244,-83.2112,SEA
DL,28.2544,-81.1857,BOS,42.2151,-71.018,MCO
DL,33.4047,-78.5542,BOS,42.2151,-71.018,MYR
DL,33.5633,-118.2429,BOS,42.2151,-71.018,LAX
DL,35.5239,-78.4714,BOS,42.2151,-71.018,RDU
DL,36.449,-115.98,BOS,42.2151,-71.018,LAS
DL,37.3018,-77.191,BOS,42.2151,-71.018,RIC
DL,40.4638,-73.5221,BOS,42.2151,-71.018,LGA
DL,40.4718,-111.5839,BOS,42.2151,-71.018,SLC
DL,44.5249,-93.13,BOS,42.2151,-71.018,MSP
DL,33.3825,-84.2537,LAN,42.4643,-84.3514,ATL
DL,42.1244,-83.2112,LAN,42.4643,-84.3514,DTW
DL,44.5249,-93.13,LAN,42.4643,-84.3514,MSP
DL,28.2544,-81.1857,GRR,42.5251,-85.3122,MCO
DL,33.3825,-84.2537,GRR,42.5251,-85.3122,ATL
DL,39.246,-84.3943,GRR,42.5251,-85.3122,CVG
DL,40.4638,-73.5221,GRR,42.5251,-85.3122,LGA
DL,42.1244,-83.2112,GRR,42.5251,-85.3122,DTW
DL,44.5249,-93.13,GRR,42.5251,-85.3122,MSP
DL,40.4718,-111.5839,CPR,42.5428,-106.2751,SLC
DL,33.3825,-84.2537,BUF,42.5625,-78.4355,ATL
DL,40.3823,-73.4644,BUF,42.5625,-78.4355,JFK
DL,40.4638,-73.5221,BUF,42.5625,-78.4355,LGA
DL,42.1244,-83.2112,BUF,42.5625,-78.4355,DTW
DL,44.5249,-93.13,BUF,42.5625,-78.4355,MSP
DL,28.2544,-81.1857,MKE,42.565,-87.5347,MCO
DL,33.3825,-84.2537,MKE,42.565,-87.5347,ATL
DL,39.246,-84.3943,MKE,42.565,-87.5347,CVG
DL,40.4638,-73.5221,MKE,42.565,-87.5347,LGA
DL,42.1244,-83.2112,MKE,42.565,-87.5347,DTW
DL,44.5249,-93.13,MKE,42.565,-87.5347,MSP
DL,33.3825,-84.2537,PWM,43.3846,-70.1831,ATL
DL,40.4638,-73.5221,PWM,43.3846,-70.1831,LGA
DL,42.1244,-83.2112,PWM,43.3846,-70.1831,DTW
DL,33.3825,-84.2537,SYR,43.64,-76.622,ATL
DL,40.3823,-73.4644,SYR,43.64,-76.622,JFK
DL,40.4638,-73.5221,SYR,43.64,-76.622,LGA
DL,42.1244,-83.2112,SYR,43.64,-76.622,DTW
DL,44.5249,-93.13,SYR,43.64,-76.622,MSP
DL,33.3825,-84.2537,ROC,43.77,-77.402,ATL
DL,40.3823,-73.4644,ROC,43.77,-77.402,JFK
DL,40.4638,-73.5221,ROC,43.77,-77.402,LGA
DL,42.1244,-83.2112,ROC,43.77,-77.402,DTW
DL,44.5249,-93.13,ROC,43.77,-77.402,MSP
DL,33.3825,-84.2537,MSN,43.823,-89.2015,ATL
DL,38.517,-77.215,MSN,43.823,-89.2015,DCA
DL,39.246,-84.3943,MSN,43.823,-89.2015,CVG
DL,40.4638,-73.5221,MSN,43.823,-89.2015,LGA
DL,40.4718,-111.5839,MSN,43.823,-89.2015,SLC
DL,42.1244,-83.2112,MSN,43.823,-89.2015,DTW
DL,44.5249,-93.13,MSN,43.823,-89.2015,MSP
DL,33.3825,-84.2537,BTV,44.2818,-73.911,ATL
DL,40.4638,-73.5221,BTV,44.2818,-73.911,LGA
DL,42.1244,-83.2112,BTV,44.2818,-73.911,DTW
DL,33.3825,-84.2537,GRB,44.296,-88.746,ATL
DL,42.1244,-83.2112,GRB,44.296,-88.746,DTW
DL,44.5249,-93.13,GRB,44.296,-88.746,MSP
DL,25.4735,-80.1726,MSP,44.5249,-93.13,MIA
DL,26.321,-81.4518,MSP,44.5249,-93.13,RSW
DL,26.421,-80.99,MSP,44.5249,-93.13,FLL
DL,27.5831,-82.3159,MSP,44.5249,-93.13,TPA
DL,28.2544,-81.1857,MSP,44.5249,-93.13,MCO
DL,29.321,-98.2811,MSP,44.5249,-93.13,SAT
DL,29.5849,-95.2023,MSP,44.5249,-93.13,IAH
DL,29.5936,-90.1528,MSP,44.5249,-93.13,MSY
DL,30.114,-97.4011,MSP,44.5249,-93.13,AUS
DL,30.2938,-81.4116,MSP,44.5249,-93.13,JAX
DL,32.44,-117.1122,MSP,44.5249,-93.13,SAN
DL,32.5347,-97.215,MSP,44.5249,-93.13,DFW
DL,32.658,-110.5629,MSP,44.5249,-93.13,TUS
DL,33.263,-112.029,MSP,44.5249,-93.13,PHX
DL,33.3346,-86.4512,MSP,44.5249,-93.13,BHM
DL,33.3825,-84.2537,MSP,44.5249,-93.13,ATL
DL,33.4032,-117.525,MSP,44.5249,-93.13,SNA
DL,33.4946,-116.3024,MSP,44.5249,-93.13,PSP
DL,33.5633,-118.2429,MSP,44.5249,-93.13,LAX
DL,35.125,-80.5635,MSP,44.5249,-93.13,CLT
DL,35.232,-89.5836,MSP,44.5249,-93.13,MEM
DL,35.2335,-97.362,MSP,44.5249,-93.13,OKC
DL,35.4844,-83.5934,MSP,44.5249,-93.13,TYS
DL,35.5239,-78.4714,MSP,44.5249,-93.13,RDU
DL,36.1154,-95.5317,MSP,44.5249,-93.13,TUL
DL,36.449,-115.98,MSP,44.5249,-93.13,LAS
DL,36.534,-76.124,MSP,44.5249,-93.13,ORF
DL,36.728,-86.4041,MSP,44.5249,-93.13,BNA
DL,37.2142,-121.5544,MSP,44.5249,-93.13,SJC
DL,37.3018,-77.191,MSP,44.5249,-93.13,RIC
DL,37.378,-122.2229,MSP,44.5249,-93.13,SFO
DL,37.3859,-97.2559,MSP,44.5249,-93.13,ICT
DL,38.4143,-121.3526,MSP,44.5249,-93.13,SMF
DL,38.4451,-90.2135,MSP,44.5249,-93.13,STL
DL,38.517,-77.215,MSP,44.5249,-93.13,DCA
DL,38.564,-77.272,MSP,44.5249,-93.13,IAD
DL,39.1031,-76.406,MSP,44.5249,-93.13,BWI
DL,39.1751,-94.425,MSP,44.5249,-93.13,MCI
DL,39.246,-84.3943,MSP,44.5249,-93.13,CVG
DL,39.432,-86.1739,MSP,44.5249,-93.13,IND
DL,39.513,-104.401,MSP,44.5249,-93.13,DEN
DL,39.5219,-75.1428,MSP,44.5249,-93.13,PHL
DL,39.548,-84.139,MSP,44.5249,-93.13,DAY
DL,39.5952,-82.533,MSP,44.5249,-93.13,CMH
DL,40.2929,-80.1358,MSP,44.5249,-93.13,PIT
DL,40.3823,-73.4644,MSP,44.5249,-93.13,JFK
DL,40.4132,-74.107,MSP,44.5249,-93.13,EWR
DL,40.4638,-73.5221,MSP,44.5249,-93.13,LGA
DL,40.4718,-111.5839,MSP,44.5249,-93.13,SLC
DL,40.513,-96.4533,MSP,44.5249,-93.13,LNK
DL,41.189,-95.5337,MSP,44.5249,-93.13,OMA
DL,41.2442,-81.5059,MSP,44.5249,-93.13,CLE
DL,41.322,-93.3945,MSP,44.5249,-93.13,DSM
DL,41.479,-87.458,MSP,44.5249,-93.13,MDW
DL,41.562,-72.4059,MSP,44.5249,-93.13,BDL
DL,41.5846,-87.5416,MSP,44.5249,-93.13,ORD
DL,42.1244,-83.2112,MSP,44.5249,-93.13,DTW
DL,42.2151,-71.018,MSP,44.5249,-93.13,BOS
DL,42.4453,-73.481,MSP,44.5249,-93.13,ALB
DL,42.4643,-84.3514,MSP,44.5249,-93.13,LAN
DL,42.5251,-85.3122,MSP,44.5249,-93.13,GRR
DL,42.5625,-78.4355,MSP,44.5249,-93.13,BUF
DL,42.565,-87.5347,MSP,44.5249,-93.13,MKE
DL,43.3351,-116.1322,MSP,44.5249,-93.13,BOI
DL,43.64,-76.622,MSP,44.5249,-93.13,SYR
DL,43.77,-77.402,MSP,44.5249,-93.13,ROC
DL,43.823,-89.2015,MSP,44.5249,-93.13,MSN
DL,44.296,-88.746,MSP,44.5249,-93.13,GRB
DL,45.3519,-122.3551,MSP,44.5249,-93.13,PDX
DL,46.3624,-111.5857,MSP,44.5249,-93.13,HLN
DL,46.5031,-92.1137,MSP,44.5249,-93.13,DLH
DL,47.2311,-92.502,MSP,44.5249,-93.13,HIB
DL,47.2656,-122.1833,MSP,44.5249,-93.13,SEA
DL,47.2855,-111.2214,MSP,44.5249,-93.13,GTF
DL,47.3711,-117.321,MSP,44.5249,-93.13,GEG
DL,47.5657,-97.1034,MSP,44.5249,-93.13,GFK
DL,48.104,-103.3832,MSP,44.5249,-93.13,ISN
DL,48.1533,-101.1649,MSP,44.5249,-93.13,MOT
DL,48.3358,-93.2411,MSP,44.5249,-93.13,INL
DL,33.3825,-84.2537,PDX,45.3519,-122.3551,ATL
DL,33.5633,-118.2429,PDX,45.3519,-122.3551,LAX
DL,40.3823,-73.4644,PDX,45.3519,-122.3551,JFK
DL,40.4718,-111.5839,PDX,45.3519,-122.3551,SLC
DL,42.1244,-83.2112,PDX,45.3519,-122.3551,DTW
DL,44.5249,-93.13,PDX,45.3519,-122.3551,MSP
DL,42.1244,-83.2112,MQT,46.322,-87.3342,DTW
DL,40.4718,-111.5839,HLN,46.3624,-111.5857,SLC
DL,44.5249,-93.13,HLN,46.3624,-111.5857,MSP
DL,44.5249,-93.13,DLH,46.5031,-92.1137,MSP
DL,44.5249,-93.13,HIB,47.2311,-92.502,MSP
DL,29.5849,-95.2023,SEA,47.2656,-122.1833,IAH
DL,32.44,-117.1122,SEA,47.2656,-122.1833,SAN
DL,33.3825,-84.2537,SEA,47.2656,-122.1833,ATL
DL,33.5633,-118.2429,SEA,47.2656,-122.1833,LAX
DL,36.449,-115.98,SEA,47.2656,-122.1833,LAS
DL,37.378,-122.2229,SEA,47.2656,-122.1833,SFO
DL,38.4143,-121.3526,SEA,47.2656,-122.1833,SMF
DL,40.3823,-73.4644,SEA,47.2656,-122.1833,JFK
DL,40.4718,-111.5839,SEA,47.2656,-122.1833,SLC
DL,42.1244,-83.2112,SEA,47.2656,-122.1833,DTW
DL,44.5249,-93.13,SEA,47.2656,-122.1833,MSP
DL,40.4718,-111.5839,GTF,47.2855,-111.2214,SLC
DL,44.5249,-93.13,GTF,47.2855,-111.2214,MSP
DL,33.5633,-118.2429,GEG,47.3711,-117.321,LAX
DL,40.4718,-111.5839,GEG,47.3711,-117.321,SLC
DL,44.5249,-93.13,GEG,47.3711,-117.321,MSP
DL,44.5249,-93.13,GFK,47.5657,-97.1034,MSP
DL,44.5249,-93.13,ISN,48.104,-103.3832,MSP
DL,44.5249,-93.13,MOT,48.1533,-101.1649,MSP
DL,44.5249,-93.13,INL,48.3358,-93.2411,MSP
EI,41.5846,-87.5416,MSY,29.5936,-90.1528,ORD
EI,29.5936,-90.1528,ORD,41.5846,-87.5416,MSY
EI,33.3825,-84.2537,ORD,41.5846,-87.5416,ATL
EY,40.3823,-73.4644,MSY,29.5936,-90.1528,JFK
EY,41.5846,-87.5416,MSY,29.5936,-90.1528,ORD
EY,40.3823,-73.4644,LAS,36.449,-115.98,JFK
EY,29.5936,-90.1528,JFK,40.3823,-73.4644,MSY
EY,36.449,-115.98,JFK,40.3823,-73.4644,LAS
EY,33.3825,-84.2537,ORD,41.5846,-87.5416,ATL
F9,39.4043,-75.3623,RSW,26.321,-81.4518,ILG
F9,39.513,-104.401,RSW,26.321,-81.4518,DEN
F9,40.1636,-74.4848,RSW,26.321,-81.4518,TTN
F9,39.513,-104.401,FLL,26.421,-80.99,DEN
F9,40.1636,-74.4848,FLL,26.421,-80.99,TTN
F9,39.4043,-75.3623,TPA,27.5831,-82.3159,ILG
F9,39.513,-104.401,TPA,27.5831,-82.3159,DEN
F9,40.1636,-74.4848,TPA,27.5831,-82.3159,TTN
F9,39.4043,-75.3623,MCO,28.2544,-81.1857,ILG
F9,39.513,-104.401,MCO,28.2544,-81.1857,DEN
F9,40.1136,-76.4548,MCO,28.2544,-81.1857,MDT
F9,40.1636,-74.4848,MCO,28.2544,-81.1857,TTN
F9,39.513,-104.401,IAH,29.5849,-95.2023,DEN
F9,39.513,-104.401,MSY,29.5936,-90.1528,DEN
F9,39.513,-104.401,SAN,32.44,-117.1122,DEN
F9,39.513,-104.401,DFW,32.5347,-97.215,DEN
F9,39.513,-104.401,PHX,33.263,-112.029,DEN
F9,39.513,-104.401,SNA,33.4032,-117.525,DEN
F9,39.513,-104.401,PSP,33.4946,-116.3024,DEN
F9,39.513,-104.401,LAX,33.5633,-118.2429,DEN
F9,39.513,-104.401,LIT,34.4346,-92.1327,DEN
F9,40.1636,-74.4848,CLT,35.125,-80.5635,TTN
F9,39.513,-104.401,MEM,35.232,-89.5836,DEN
F9,39.513,-104.401,OKC,35.2335,-97.362,DEN
F9,39.513,-104.401,TYS,35.4844,-83.5934,DEN
F9,40.1636,-74.4848,RDU,35.5239,-78.4714,TTN
F9,39.513,-104.401,FMN,36.4428,-108.1347,DEN
F9,39.513,-104.401,LAS,36.449,-115.98,DEN
F9,39.513,-104.401,FAT,36.4634,-119.435,DEN
F9,39.513,-104.401,SFO,37.378,-122.2229,DEN
F9,39.513,-104.401,PHF,37.754,-76.2934,DEN
F9,39.513,-104.401,STL,38.4451,-90.2135,DEN
F9,39.513,-104.401,DCA,38.517,-77.215,DEN
F9,39.513,-104.401,MCI,39.1751,-94.425,DEN
F9,39.513,-104.401,CVG,39.246,-84.3943,DEN
F9,40.1636,-74.4848,CVG,39.246,-84.3943,TTN
F9,26.321,-81.4518,ILG,39.4043,-75.3623,RSW
F9,27.5831,-82.3159,ILG,39.4043,-75.3623,TPA
F9,28.2544,-81.1857,ILG,39.4043,-75.3623,MCO
F9,39.513,-104.401,ILG,39.4043,-75.3623,DEN
F9,41.479,-87.458,ILG,39.4043,-75.3623,MDW
F9,42.1244,-83.2112,ILG,39.4043,-75.3623,DTW
F9,39.513,-104.401,IND,39.432,-86.1739,DEN
F9,40.1636,-74.4848,IND,39.432,-86.1739,TTN
F9,26.321,-81.4518,DEN,39.513,-104.401,RSW
F9,26.421,-80.99,DEN,39.513,-104.401,FLL
F9,27.5831,-82.3159,DEN,39.513,-104.401,TPA
F9,28.2544,-81.1857,DEN,39.513,-104.401,MCO
F9,29.5849,-95.2023,DEN,39.513,-104.401,IAH
F9,29.5936,-90.1528,DEN,39.513,-104.401,MSY
F9,30.114,-97.4011,DEN,39.513,-104.401,AUS
F9,32.44,-117.1122,DEN,39.513,-104.401,SAN
F9,32.5347,-97.215,DEN,39.513,-104.401,DFW
F9,33.263,-112.029,DEN,39.513,-104.401,PHX
F9,33.3825,-84.2537,DEN,39.513,-104.401,ATL
F9,33.4032,-117.525,DEN,39.513,-104.401,SNA
F9,33.4946,-116.3024,DEN,39.513,-104.401,PSP
F9,33.5633,-118.2429,DEN,39.513,-104.401,LAX
F9,34.4346,-92.1327,DEN,39.513,-104.401,LIT
F9,35.232,-89.5836,DEN,39.513,-104.401,MEM
F9,35.2335,-97.362,DEN,39.513,-104.401,OKC
F9,35.4844,-83.5934,DEN,39.513,-104.401,TYS
F9,36.4428,-108.1347,DEN,39.513,-104.401,FMN
F9,36.449,-115.98,DEN,39.513,-104.401,LAS
F9,36.4634,-119.435,DEN,39.513,-104.401,FAT
F9,36.728,-86.4041,DEN,39.513,-104.401,BNA
F9,37.378,-122.2229,DEN,39.513,-104.401,SFO
F9,37.754,-76.2934,DEN,39.513,-104.401,PHF
F9,38.4451,-90.2135,DEN,39.513,-104.401,STL
F9,38.517,-77.215,DEN,39.513,-104.401,DCA
F9,39.1751,-94.425,DEN,39.513,-104.401,MCI
F9,39.246,-84.3943,DEN,39.513,-104.401,CVG
F9,39.4043,-75.3623,DEN,39.513,-104.401,ILG
F9,39.432,-86.1739,DEN,39.513,-104.401,IND
F9,40.1136,-76.4548,DEN,39.513,-104.401,MDT
F9,40.4638,-73.5221,DEN,39.513,-104.401,LGA
F9,40.4718,-111.5839,DEN,39.513,-104.401,SLC
F9,41.189,-95.5337,DEN,39.513,-104.401,OMA
F9,41.2442,-81.5059,DEN,39.513,-104.401,CLE
F9,41.322,-93.3945,DEN,39.513,-104.401,DSM
F9,41.479,-87.458,DEN,39.513,-104.401,MDW
F9,41.92,-104.4842,DEN,39.513,-104.401,CYS
F9,42.1244,-83.2112,DEN,39.513,-104.401,DTW
F9,42.565,-87.5347,DEN,39.513,-104.401,MKE
F9,43.823,-89.2015,DEN,39.513,-104.401,MSN
F9,44.5249,-93.13,DEN,39.513,-104.401,MSP
F9,45.3519,-122.3551,DEN,39.513,-104.401,PDX
