Account Id,Amount,Billing Country,Billing State,Number of Open Opportunities,Covid Risk,Cose Date,CreatedDate (User.csv),Created Date,Expected Amount,Forecast Category,Id (Account.csv),Id (OpportunityHistory.csv),Id (OpportunityLineItem.csv),Id (OpportunityStage.csv),Id (User.csv),Id,Industry,Is Closed,Last Modified Date,Manager Id,Master Label,Name (Account.csv),Name (User.csv),Name,Number of Records,OpportunityId (OpportunityLineItem.csv),Opportunity Id,Owner Id,Segment,SortOrder (OpportunityStage.csv),Sort Order,StageName (OpportunityHistory.csv),Stage Name,System Modstamp,Type
0011I00000EmePbQAJ,10000,United States,Virginia,1,Safe,12/26/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:26 AM,2000,Pipeline,0011I00000EmePbQAJ,0081I00000Y2u9sQAB,00k1I00000QHAmfQAH,01J1I00000FZz8gUAD,0051I000001qQ7IQAU,0061I000007S2kIQAS,Apparel,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Needs Analysis,Sit Amet Consectetuer PC,Sean Barton,Sit Amet Consectetuer PC 4,1,0061I000007S2kIQAS,0061I000007S2kIQAS,0051I000001qQ7IQAU,Enterprise,3,,Needs Analysis,Needs Analysis,1/2/2021 10:37:23 AM,
0011I00000EmePbQAJ,75000,United States,Virginia,1,Safe,12/9/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:26 AM,37500,Pipeline,0011I00000EmePbQAJ,0081I00000Y2u9tQAB,00k1I00000QHAmgQAH,01J1I00000FZz8cUAD,0051I000001qQ7IQAU,0061I000007S2kJQAS,Apparel,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Value Proposition,Sit Amet Consectetuer PC,Sean Barton,Sit Amet Consectetuer PC 5,1,0061I000007S2kJQAS,0061I000007S2kJQAS,0051I000001qQ7IQAU,Enterprise,4,,Value Proposition,Value Proposition,1/2/2021 10:37:23 AM,
0011I00000EmePbQAJ,5000,United States,Virginia,1,Safe,11/22/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:26 AM,2500,Pipeline,0011I00000EmePbQAJ,0081I00000Y2u9uQAB,00k1I00000QHAmhQAH,01J1I00000FZz8cUAD,0051I000001qQ7IQAU,0061I000007S2kKQAS,Apparel,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Value Proposition,Sit Amet Consectetuer PC,Sean Barton,Sit Amet Consectetuer PC 6,1,0061I000007S2kKQAS,0061I000007S2kKQAS,0051I000001qQ7IQAU,Enterprise,4,,Value Proposition,Value Proposition,1/2/2021 10:37:23 AM,
0011I00000EmePbQAJ,30000,United States,Virginia,1,Safe,11/13/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:26 AM,15000,Pipeline,0011I00000EmePbQAJ,0081I00000Y2u9vQAB,00k1I00000QHAmiQAH,01J1I00000FZz8cUAD,0051I000001qQ7IQAU,0061I000007S2kLQAS,Apparel,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Value Proposition,Sit Amet Consectetuer PC,Sean Barton,Sit Amet Consectetuer PC 7,1,0061I000007S2kLQAS,0061I000007S2kLQAS,0051I000001qQ7IQAU,Enterprise,4,,Value Proposition,Value Proposition,1/2/2021 10:37:23 AM,
0011I00000EmePaQAJ,20000,United States,Louisiana,1,Safe,10/15/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:26 AM,10000,Pipeline,0011I00000EmePaQAJ,0081I00000Y2u9wQAB,00k1I00000QHAmkQAH,01J1I00000FZz8cUAD,0051I000001qQ7IQAU,0061I000007S2kNQAS,Banking,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Value Proposition,Neque In Associates,Sean Barton,Neque In Associates 9,1,0061I000007S2kNQAS,0061I000007S2kNQAS,0051I000001qQ7IQAU,Enterprise,4,,Value Proposition,Value Proposition,1/2/2021 10:37:23 AM,
0011I00000EmePaQAJ,25000,United States,Louisiana,1,Safe,1/5/2021,12/28/2020 12:29:53 AM,12/28/2020 2:04:26 AM,12500,Pipeline,0011I00000EmePaQAJ,0081I00000Y2u9xQAB,00k1I00000QHAmnQAH,01J1I00000FZz8cUAD,0051I000001qQ7IQAU,0061I000007S2kQQAS,Banking,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Value Proposition,Neque In Associates,Sean Barton,Neque In Associates 12,1,0061I000007S2kQQAS,0061I000007S2kQQAS,0051I000001qQ7IQAU,Enterprise,4,,Value Proposition,Value Proposition,1/2/2021 10:37:23 AM,
0011I00000EmePaQAJ,5000,United States,Louisiana,1,Safe,11/25/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:26 AM,2500,Pipeline,0011I00000EmePaQAJ,0081I00000Y2u9yQAB,00k1I00000QHAmoQAH,01J1I00000FZz8cUAD,0051I000001qQ7IQAU,0061I000007S2kRQAS,Banking,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Value Proposition,Neque In Associates,Sean Barton,Neque In Associates 13,1,0061I000007S2kRQAS,0061I000007S2kRQAS,0051I000001qQ7IQAU,Enterprise,4,,Value Proposition,Value Proposition,1/2/2021 10:37:23 AM,
0011I00000EmePaQAJ,85000,United States,Louisiana,1,Safe,11/19/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:26 AM,51000,Pipeline,0011I00000EmePaQAJ,0081I00000Y2u9zQAB,00k1I00000QHAmpQAH,01J1I00000FZz8fUAD,0051I000001qQ7IQAU,0061I000007S2kSQAS,Banking,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Id. Decision Makers,Neque In Associates,Sean Barton,Neque In Associates 14,1,0061I000007S2kSQAS,0061I000007S2kSQAS,0051I000001qQ7IQAU,Enterprise,5,,Id. Decision Makers,Id. Decision Makers,1/2/2021 10:37:23 AM,
0011I00000EmePZQAZ,20000,United States,South Carolina,1,Safe,10/11/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:26 AM,12000,Pipeline,0011I00000EmePZQAZ,0081I00000Y2uA0QAJ,00k1I00000QHAmqQAH,01J1I00000FZz8fUAD,0051I000001qQ7IQAU,0061I000007S2kTQAS,Banking,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Id. Decision Makers,Lobortis Foundation,Sean Barton,Lobortis Foundation 15,1,0061I000007S2kTQAS,0061I000007S2kTQAS,0051I000001qQ7IQAU,Enterprise,5,,Id. Decision Makers,Id. Decision Makers,1/2/2021 10:37:23 AM,
0011I00000EmePZQAZ,10000,United States,South Carolina,1,Safe,11/8/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:26 AM,6000,Pipeline,0011I00000EmePZQAZ,0081I00000Y2uA1QAJ,00k1I00000QHAmwQAH,01J1I00000FZz8fUAD,0051I000001qQ7IQAU,0061I000007S2kZQAS,Banking,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Id. Decision Makers,Lobortis Foundation,Sean Barton,Lobortis Foundation 6,1,0061I000007S2kZQAS,0061I000007S2kZQAS,0051I000001qQ7IQAU,Enterprise,5,,Id. Decision Makers,Id. Decision Makers,1/2/2021 10:37:23 AM,
0011I00000EmePZQAZ,75000,United States,South Carolina,1,Safe,11/28/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:26 AM,45000,Pipeline,0011I00000EmePZQAZ,0081I00000Y2uA2QAJ,00k1I00000QHAmxQAH,01J1I00000FZz8fUAD,0051I000001qQ7IQAU,0061I000007S2kaQAC,Banking,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Id. Decision Makers,Lobortis Foundation,Sean Barton,Lobortis Foundation 7,1,0061I000007S2kaQAC,0061I000007S2kaQAC,0051I000001qQ7IQAU,Enterprise,5,,Id. Decision Makers,Id. Decision Makers,1/2/2021 10:37:23 AM,
0011I00000EmePYQAZ,5000,United States,Virginia,1,Safe,10/24/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:26 AM,3500,Pipeline,0011I00000EmePYQAZ,0081I00000Y2uA3QAJ,00k1I00000QHAmyQAH,01J1I00000FZz8iUAD,0051I000001qQ7IQAU,0061I000007S2kbQAC,Biotechnology,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Perception Analysis,Lectus Rutrum Urna Corporation,Sean Barton,Lectus Rutrum Urna Corporation 8,1,0061I000007S2kbQAC,0061I000007S2kbQAC,0051I000001qQ7IQAU,Commercial,6,,Perception Analysis,Perception Analysis,1/2/2021 10:37:23 AM,
0011I00000EmePYQAZ,35000,United States,Virginia,1,Safe,12/25/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:26 AM,24500,Pipeline,0011I00000EmePYQAZ,0081I00000Y2uA4QAJ,00k1I00000QHAn0QAH,01J1I00000FZz8iUAD,0051I000001qQ7IQAU,0061I000007S2kdQAC,Biotechnology,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Perception Analysis,Lectus Rutrum Urna Corporation,Sean Barton,Lectus Rutrum Urna Corporation 10,1,0061I000007S2kdQAC,0061I000007S2kdQAC,0051I000001qQ7IQAU,Commercial,6,,Perception Analysis,Perception Analysis,1/2/2021 10:37:23 AM,
0011I00000EmePYQAZ,20000,United States,Virginia,1,Safe,12/30/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:26 AM,14000,Pipeline,0011I00000EmePYQAZ,0081I00000Y2uA5QAJ,00k1I00000QHAn1QAH,01J1I00000FZz8iUAD,0051I000001qQ7IQAU,0061I000007S2keQAC,Biotechnology,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Perception Analysis,Lectus Rutrum Urna Corporation,Sean Barton,Lectus Rutrum Urna Corporation 11,1,0061I000007S2keQAC,0061I000007S2keQAC,0051I000001qQ7IQAU,Commercial,6,,Perception Analysis,Perception Analysis,1/2/2021 10:37:23 AM,
0011I00000EmePYQAZ,120000,United States,Virginia,1,Safe,12/1/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:26 AM,90000,Pipeline,0011I00000EmePYQAZ,0081I00000Y2uA6QAJ,00k1I00000QHAn2QAH,01J1I00000FZz8bUAD,0051I000001qQ7IQAU,0061I000007S2kfQAC,Biotechnology,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Proposal/Price Quote,Lectus Rutrum Urna Corporation,Sean Barton,Lectus Rutrum Urna Corporation 12,1,0061I000007S2kfQAC,0061I000007S2kfQAC,0051I000001qQ7IQAU,Commercial,7,,Proposal/Price Quote,Proposal/Price Quote,1/2/2021 10:37:23 AM,
0011I00000EmePYQAZ,100000,United States,Virginia,1,Safe,11/25/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:26 AM,75000,Pipeline,0011I00000EmePYQAZ,0081I00000Y2uA7QAJ,00k1I00000QHAn3QAH,01J1I00000FZz8bUAD,0051I000001qQ7IQAU,0061I000007S2kgQAC,Biotechnology,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Proposal/Price Quote,Lectus Rutrum Urna Corporation,Sean Barton,Lectus Rutrum Urna Corporation 13,1,0061I000007S2kgQAC,0061I000007S2kgQAC,0051I000001qQ7IQAU,Commercial,7,,Proposal/Price Quote,Proposal/Price Quote,1/2/2021 10:37:23 AM,
0011I00000EmePYQAZ,10000,United States,Virginia,1,Safe,11/15/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:26 AM,9000,Pipeline,0011I00000EmePYQAZ,0081I00000Y2uA8QAJ,00k1I00000QHAn4QAH,01J1I00000FZz8hUAD,0051I000001qQ7IQAU,0061I000007S2khQAC,Biotechnology,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Negotiation/Review,Lectus Rutrum Urna Corporation,Sean Barton,Lectus Rutrum Urna Corporation 14,1,0061I000007S2khQAC,0061I000007S2khQAC,0051I000001qQ7IQAU,Commercial,8,,Negotiation/Review,Negotiation/Review,1/2/2021 10:37:23 AM,
0011I00000EmePXQAZ,50000,Japan,California,1,Safe,1/1/2021,12/28/2020 12:23:57 AM,12/28/2020 2:04:28 AM,5000,Pipeline,0011I00000EmePXQAZ,0081I00000Y2uA9QAJ,00k1I00000QHAnBQAX,01J1I00000FZz8ZUAT,0051I000001qQ7DQAU,0061I000007S2koQAC,Biotechnology,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Prospecting,Diam Industries,Rachel Stark,Diam Industries 6,1,0061I000007S2koQAC,0061I000007S2koQAC,0051I000001qQ7DQAU,Enterprise,1,,Prospecting,Prospecting,1/2/2021 10:37:23 AM,
0011I00000EmePXQAZ,25000,Japan,California,1,Safe,12/26/2020,12/28/2020 12:23:57 AM,12/28/2020 2:04:28 AM,2500,Pipeline,0011I00000EmePXQAZ,0081I00000Y2uAAQAZ,00k1I00000QHAnCQAX,01J1I00000FZz8ZUAT,0051I000001qQ7DQAU,0061I000007S2kpQAC,Biotechnology,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Prospecting,Diam Industries,Rachel Stark,Diam Industries 7,1,0061I000007S2kpQAC,0061I000007S2kpQAC,0051I000001qQ7DQAU,Enterprise,1,,Prospecting,Prospecting,1/2/2021 10:37:23 AM,
0011I00000EmePWQAZ,50000,Canada,Northwest Territories,1,Safe,12/17/2020,12/28/2020 12:23:57 AM,12/28/2020 2:04:28 AM,5000,Pipeline,0011I00000EmePWQAZ,0081I00000Y2uABQAZ,00k1I00000QHAnGQAX,01J1I00000FZz8ZUAT,0051I000001qQ7DQAU,0061I000007S2ktQAC,Biotechnology,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Prospecting,Montes Nascetur Ridiculus Company,Rachel Stark,Montes Nascetur Ridiculus Company 11,1,0061I000007S2ktQAC,0061I000007S2ktQAC,0051I000001qQ7DQAU,Enterprise,1,,Prospecting,Prospecting,1/2/2021 10:37:23 AM,
0011I00000EmePVQAZ,10000,Mexico,Veracruz Llave,1,At Risk,12/3/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:28 AM,1000,Pipeline,0011I00000EmePVQAZ,0081I00000Y2uACQAZ,00k1I00000QHAnLQAX,01J1I00000FZz8aUAD,0051I000001qQ7IQAU,0061I000007S2kyQAC,Chemicals,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Qualification,Cum Ltd,Sean Barton,Covid Cum Ltd 1,1,0061I000007S2kyQAC,0061I000007S2kyQAC,0051I000001qQ7IQAU,Enterprise,2,,Qualification,Qualification,1/2/2021 10:37:23 AM,
0011I00000EmePVQAZ,5000,Mexico,Veracruz Llave,1,Safe,11/19/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:28 AM,500,Pipeline,0011I00000EmePVQAZ,0081I00000Y2uADQAZ,00k1I00000QHAnNQAX,01J1I00000FZz8aUAD,0051I000001qQ7IQAU,0061I000007S2l0QAC,Chemicals,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Qualification,Cum Ltd,Sean Barton,Cum Ltd 3,1,0061I000007S2l0QAC,0061I000007S2l0QAC,0051I000001qQ7IQAU,Enterprise,2,,Qualification,Qualification,1/2/2021 10:37:23 AM,
0011I00000EmePUQAZ,25000,Canada,Manitoba,1,Safe,12/18/2020,12/28/2020 12:23:57 AM,12/28/2020 2:04:28 AM,2500,Pipeline,0011I00000EmePUQAZ,0081I00000Y2uAEQAZ,00k1I00000QHAnTQAX,01J1I00000FZz8aUAD,0051I000001qQ7DQAU,0061I000007S2l6QAC,Communications,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Qualification,Proin Ultrices LLC,Rachel Stark,Proin Ultrices LLC 9,1,0061I000007S2l6QAC,0061I000007S2l6QAC,0051I000001qQ7DQAU,Commercial,2,,Qualification,Qualification,1/2/2021 10:37:23 AM,
0011I00000EmePUQAZ,5000,Canada,Manitoba,1,Safe,11/18/2020,12/28/2020 12:23:57 AM,12/28/2020 2:04:28 AM,1000,Pipeline,0011I00000EmePUQAZ,0081I00000Y2uAFQAZ,00k1I00000QHAnUQAX,01J1I00000FZz8gUAD,0051I000001qQ7DQAU,0061I000007S2l7QAC,Communications,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Needs Analysis,Proin Ultrices LLC,Rachel Stark,Proin Ultrices LLC 10,1,0061I000007S2l7QAC,0061I000007S2l7QAC,0051I000001qQ7DQAU,Commercial,3,,Needs Analysis,Needs Analysis,1/2/2021 10:37:23 AM,
0011I00000EmePUQAZ,85000,Canada,Manitoba,1,Safe,11/5/2020,12/28/2020 12:23:57 AM,12/28/2020 2:04:28 AM,17000,Pipeline,0011I00000EmePUQAZ,0081I00000Y2uAGQAZ,00k1I00000QHAnVQAX,01J1I00000FZz8gUAD,0051I000001qQ7DQAU,0061I000007S2l8QAC,Communications,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Needs Analysis,Proin Ultrices LLC,Rachel Stark,Proin Ultrices LLC 11,1,0061I000007S2l8QAC,0061I000007S2l8QAC,0051I000001qQ7DQAU,Commercial,3,,Needs Analysis,Needs Analysis,1/2/2021 10:37:23 AM,
0011I00000EmePTQAZ,50000,Japan,New York,1,Safe,10/11/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:28 AM,10000,Pipeline,0011I00000EmePTQAZ,0081I00000Y2uAHQAZ,00k1I00000QHAnXQAX,01J1I00000FZz8gUAD,0051I000001qQ7IQAU,0061I000007S2lAQAS,Communications,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Needs Analysis,Nec Tempus Corp.,Sean Barton,Nec Tempus Corp. 13,1,0061I000007S2lAQAS,0061I000007S2lAQAS,0051I000001qQ7IQAU,Commercial,3,,Needs Analysis,Needs Analysis,1/2/2021 10:37:23 AM,
0011I00000EmePTQAZ,75000,Japan,New York,1,At Risk,11/24/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:28 AM,15000,Pipeline,0011I00000EmePTQAZ,0081I00000Y2uAIQAZ,00k1I00000QHAndQAH,01J1I00000FZz8gUAD,0051I000001qQ7IQAU,0061I000007S2lGQAS,Communications,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Needs Analysis,Nec Tempus Corp.,Sean Barton,Covid Nec Tempus Corp. 4,1,0061I000007S2lGQAS,0061I000007S2lGQAS,0051I000001qQ7IQAU,Commercial,3,,Needs Analysis,Needs Analysis,1/2/2021 10:37:23 AM,
0011I00000EmePSQAZ,5000,United States,Florida,1,Safe,10/26/2020,12/28/2020 12:23:57 AM,12/28/2020 2:04:28 AM,1000,Pipeline,0011I00000EmePSQAZ,0081I00000Y2uAJQAZ,00k1I00000QHAneQAH,01J1I00000FZz8gUAD,0051I000001qQ7DQAU,0061I000007S2lHQAS,Communications,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Needs Analysis,Integer Mollis Integer Corp.,Rachel Stark,Integer Mollis Integer Corp. 5,1,0061I000007S2lHQAS,0061I000007S2lHQAS,0051I000001qQ7DQAU,Enterprise,3,,Needs Analysis,Needs Analysis,1/2/2021 10:37:23 AM,
0011I00000EmePSQAZ,30000,United States,Florida,1,Safe,10/28/2020,12/28/2020 12:23:57 AM,12/28/2020 2:04:28 AM,6000,Pipeline,0011I00000EmePSQAZ,0081I00000Y2uAKQAZ,00k1I00000QHAnfQAH,01J1I00000FZz8gUAD,0051I000001qQ7DQAU,0061I000007S2lIQAS,Communications,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Needs Analysis,Integer Mollis Integer Corp.,Rachel Stark,Integer Mollis Integer Corp. 6,1,0061I000007S2lIQAS,0061I000007S2lIQAS,0051I000001qQ7DQAU,Enterprise,3,,Needs Analysis,Needs Analysis,1/2/2021 10:37:23 AM,
0011I00000EmePSQAZ,85000,United States,Florida,1,Safe,12/2/2020,12/28/2020 12:23:57 AM,12/28/2020 2:04:28 AM,42500,Pipeline,0011I00000EmePSQAZ,0081I00000Y2uALQAZ,00k1I00000QHAnhQAH,01J1I00000FZz8cUAD,0051I000001qQ7DQAU,0061I000007S2lKQAS,Communications,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Value Proposition,Integer Mollis Integer Corp.,Rachel Stark,Integer Mollis Integer Corp. 8,1,0061I000007S2lKQAS,0061I000007S2lKQAS,0051I000001qQ7DQAU,Enterprise,4,,Value Proposition,Value Proposition,1/2/2021 10:37:23 AM,
0011I00000EmePSQAZ,20000,United States,Florida,1,Safe,12/20/2020,12/28/2020 12:23:57 AM,12/28/2020 2:04:28 AM,10000,Pipeline,0011I00000EmePSQAZ,0081I00000Y2uAMQAZ,00k1I00000QHAniQAH,01J1I00000FZz8cUAD,0051I000001qQ7DQAU,0061I000007S2lLQAS,Communications,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Value Proposition,Integer Mollis Integer Corp.,Rachel Stark,Integer Mollis Integer Corp. 9,1,0061I000007S2lLQAS,0061I000007S2lLQAS,0051I000001qQ7DQAU,Enterprise,4,,Value Proposition,Value Proposition,1/2/2021 10:37:23 AM,
0011I00000EmePSQAZ,50000,United States,Florida,1,Safe,10/31/2020,12/28/2020 12:23:57 AM,12/28/2020 2:04:28 AM,25000,Pipeline,0011I00000EmePSQAZ,0081I00000Y2uANQAZ,00k1I00000QHAnjQAH,01J1I00000FZz8cUAD,0051I000001qQ7DQAU,0061I000007S2lMQAS,Communications,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Value Proposition,Integer Mollis Integer Corp.,Rachel Stark,Integer Mollis Integer Corp. 10,1,0061I000007S2lMQAS,0061I000007S2lMQAS,0051I000001qQ7DQAU,Enterprise,4,,Value Proposition,Value Proposition,1/2/2021 10:37:23 AM,
0011I00000EmePRQAZ,15000,United States,Arizona,1,Safe,12/3/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:28 AM,7500,Pipeline,0011I00000EmePRQAZ,0081I00000Y2uAOQAZ,00k1I00000QHAnlQAH,01J1I00000FZz8cUAD,0051I000001qQ7IQAU,0061I000007S2lOQAS,Communications,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Value Proposition,Nunc Associates,Sean Barton,Nunc Associates 12,1,0061I000007S2lOQAS,0061I000007S2lOQAS,0051I000001qQ7IQAU,Enterprise,4,,Value Proposition,Value Proposition,1/2/2021 10:37:23 AM,
0011I00000EmePRQAZ,120000,United States,Arizona,1,Safe,11/20/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:28 AM,60000,Pipeline,0011I00000EmePRQAZ,0081I00000Y2uAPQAZ,00k1I00000QHAnmQAH,01J1I00000FZz8cUAD,0051I000001qQ7IQAU,0061I000007S2lPQAS,Communications,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Value Proposition,Nunc Associates,Sean Barton,Nunc Associates 13,1,0061I000007S2lPQAS,0061I000007S2lPQAS,0051I000001qQ7IQAU,Enterprise,4,,Value Proposition,Value Proposition,1/2/2021 10:37:23 AM,
0011I00000EmePQQAZ,100000,United States,Oregon,1,Safe,10/19/2020,12/28/2020 12:23:57 AM,12/28/2020 2:04:28 AM,50000,Pipeline,0011I00000EmePQQAZ,0081I00000Y2uAQQAZ,00k1I00000QHAnnQAH,01J1I00000FZz8cUAD,0051I000001qQ7DQAU,0061I000007S2lQQAS,Construction,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Value Proposition,Orci In Consequat Corp.,Rachel Stark,Orci In Consequat Corp. 14,1,0061I000007S2lQQAS,0061I000007S2lQQAS,0051I000001qQ7DQAU,Commercial,4,,Value Proposition,Value Proposition,1/2/2021 10:37:23 AM,
0011I00000EmePQQAZ,75000,United States,Oregon,1,Safe,12/10/2020,12/28/2020 12:23:57 AM,12/28/2020 2:04:28 AM,45000,Pipeline,0011I00000EmePQQAZ,0081I00000Y2uARQAZ,00k1I00000QHAnpQAH,01J1I00000FZz8fUAD,0051I000001qQ7DQAU,0061I000007S2lSQAS,Construction,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Id. Decision Makers,Orci In Consequat Corp.,Rachel Stark,Orci In Consequat Corp. 1,1,0061I000007S2lSQAS,0061I000007S2lSQAS,0051I000001qQ7DQAU,Commercial,5,,Id. Decision Makers,Id. Decision Makers,1/2/2021 10:37:23 AM,
0011I00000EmePQQAZ,5000,United States,Oregon,1,Safe,12/14/2020,12/28/2020 12:23:57 AM,12/28/2020 2:04:28 AM,3000,Pipeline,0011I00000EmePQQAZ,0081I00000Y2uASQAZ,00k1I00000QHAnqQAH,01J1I00000FZz8fUAD,0051I000001qQ7DQAU,0061I000007S2lTQAS,Construction,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Id. Decision Makers,Orci In Consequat Corp.,Rachel Stark,Orci In Consequat Corp. 2,1,0061I000007S2lTQAS,0061I000007S2lTQAS,0051I000001qQ7DQAU,Commercial,5,,Id. Decision Makers,Id. Decision Makers,1/2/2021 10:37:23 AM,
0011I00000EmePPQAZ,30000,United States,Alabama,1,Safe,10/17/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:28 AM,18000,Pipeline,0011I00000EmePPQAZ,0081I00000Y2uATQAZ,00k1I00000QHAnrQAH,01J1I00000FZz8fUAD,0051I000001qQ7IQAU,0061I000007S2lUQAS,Construction,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Id. Decision Makers,Leo Morbi Neque Associates,Sean Barton,Leo Morbi Neque Associates 3,1,0061I000007S2lUQAS,0061I000007S2lUQAS,0051I000001qQ7IQAU,Commercial,5,,Id. Decision Makers,Id. Decision Makers,1/2/2021 10:37:23 AM,
0011I00000EmePPQAZ,20000,United States,Alabama,1,Safe,1/3/2021,12/28/2020 12:29:53 AM,12/28/2020 2:04:28 AM,12000,Pipeline,0011I00000EmePPQAZ,0081I00000Y2uAUQAZ,00k1I00000QHAntQAH,01J1I00000FZz8fUAD,0051I000001qQ7IQAU,0061I000007S2lWQAS,Construction,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Id. Decision Makers,Leo Morbi Neque Associates,Sean Barton,Leo Morbi Neque Associates 5,1,0061I000007S2lWQAS,0061I000007S2lWQAS,0051I000001qQ7IQAU,Commercial,5,,Id. Decision Makers,Id. Decision Makers,1/2/2021 10:37:23 AM,
0011I00000EmePOQAZ,5000,United States,New York,1,Safe,11/24/2020,12/28/2020 12:29:53 AM,12/28/2020 2:04:28 AM,3500,Pipeline,0011I00000EmePOQAZ,0081I00000Y2uAVQAZ,00k1I00000QHAnxQAH,01J1I00000FZz8iUAD,0051I000001qQ7IQAU,0061I000007S2laQAC,Consulting,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Perception Analysis,Et Limited,Sean Barton,Et Limited 9,1,0061I000007S2laQAC,0061I000007S2laQAC,0051I000001qQ7IQAU,Commercial,6,,Perception Analysis,Perception Analysis,1/2/2021 10:37:23 AM,
0011I00000EmePNQAZ,50000,Canada,Ontario,1,Safe,1/6/2021,12/28/2020 12:23:57 AM,12/28/2020 2:04:28 AM,35000,Pipeline,0011I00000EmePNQAZ,0081I00000Y2uAWQAZ,00k1I00000QHAo0QAH,01J1I00000FZz8iUAD,0051I000001qQ7DQAU,0061I000007S2ldQAC,Education,False,1/2/2021 10:37:23 AM,0051I000000KVf7QAG,Perception Analysis,Sit Amet Metus Consulting,Rachel Stark,Sit Amet Metus Consulting 12,1,0061I000007S2ldQAC,0061I000007S2ldQAC,0051I000001qQ7DQAU,Commercial,6,,Perception Analysis,Perception Analysis,1/2/2021 10:37:23 AM,
