Country Code,Country Name,Health Expenditure,Life Expectancy,Number of Records,Year
GRC,Greece,2534.7392,79.439024390,1,2006
GRC,Greece,2655.2171,79.439024390,1,2007
GRC,Greece,3040.9909,79.939024390,1,2008
GRC,Greece,2990.8342,80.187804878,1,2009
GRC,Greece,2855.3382,80.387804878,1,2010
GRC,Greece,2520.6318,80.731707317,1,2011
GRC,Greece,2324.2907,80.634146341,1,2012
GRC,Greece,2339.7827,81.285365854,1,2013
GRC,Greece,2220.1065,81.285365854,1,2014
HUN,Hungary,527.1463,69.377073171,1,1991
HUN,Hungary,563.0027,69.117073171,1,1992
HUN,Hungary,579.1982,69.101219512,1,1993
HUN,Hungary,651.6828,69.469756098,1,1994
HUN,Hungary,615.7181,69.791707317,1,1995
HUN,Hungary,626.6279,70.328780488,1,1996
HUN,Hungary,635.5987,70.702439024,1,1997
HUN,Hungary,720.3452,70.557804878,1,1998
HUN,Hungary,774.2847,70.677073171,1,1999
HUN,Hungary,819.9948,71.246341463,1,2000
HUN,Hungary,933.1557,72.248780488,1,2001
HUN,Hungary,1063.7962,72.348780488,1,2002
HUN,Hungary,1274.4898,72.3,1,2003
HUN,Hungary,1283.0384,72.648780488,1,2004
HUN,Hungary,1390.8337,72.648780488,1,2005
HUN,Hungary,1463.2271,73.097560976,1,2006
HUN,Hungary,1404.1231,73.151219512,1,2007
HUN,Hungary,1486.7085,73.702439024,1,2008
HUN,Hungary,1521.631,73.904878049,1,2009
HUN,Hungary,1632.9071,74.207317073,1,2010
HUN,Hungary,1715.3205,74.858536585,1,2011
HUN,Hungary,1703.9905,75.063414634,1,2012
HUN,Hungary,1755.5419,75.565853659,1,2013
HUN,Hungary,1796.6034,75.873170732,1,2014
IRL,Ireland,117.4883,70.996219512,1,1970
IRL,Ireland,149.6294,71.081365854,1,1971
IRL,Ireland,165.6653,71.174585366,1,1972
IRL,Ireland,184.1551,71.280878049,1,1973
IRL,Ireland,222.4788,71.403292683,1,1974
IRL,Ireland,256.0463,71.546292683,1,1975
IRL,Ireland,263.3362,71.712878049,1,1976
IRL,Ireland,284.5484,71.900048780,1,1977
IRL,Ireland,338.8649,72.104756098,1,1978
IRL,Ireland,392.5665,72.323024390,1,1979
IRL,Ireland,481.1329,72.549365854,1,1980
IRL,Ireland,508.173,72.777780488,1,1981
IRL,Ireland,535.7402,73.003780488,1,1982
IRL,Ireland,553.5759,73.222390244,1,1983
IRL,Ireland,581.0002,73.434585366,1,1984
IRL,Ireland,618.6488,73.640902439,1,1985
IRL,Ireland,619.5862,73.848804878,1,1986
IRL,Ireland,635.8245,74.063317073,1,1987
IRL,Ireland,661.7991,74.286439024,1,1988
IRL,Ireland,685.567,74.515609756,1,1989
IRL,Ireland,750.5787,74.741317073,1,1990
IRL,Ireland,849.226,74.950536585,1,1991
IRL,Ireland,929.9279,75.136243902,1,1992
IRL,Ireland,980.4917,75.296439024,1,1993
IRL,Ireland,1037.9826,75.437634146,1,1994
IRL,Ireland,1124.7885,75.571341463,1,1995
IRL,Ireland,1183.9985,75.831707317,1,1996
IRL,Ireland,1291.4988,75.985365854,1,1997
IRL,Ireland,1381.3734,76.180487805,1,1998
IRL,Ireland,1483.2093,76.082926829,1,1999
IRL,Ireland,1749.0146,76.536585366,1,2000
IRL,Ireland,2034.3981,77.134146341,1,2001
IRL,Ireland,2298.9631,77.634146341,1,2002
IRL,Ireland,2520.871,78.139024390,1,2003
IRL,Ireland,2755.4185,78.539024390,1,2004
IRL,Ireland,3097.1122,78.943902439,1,2005
IRL,Ireland,3304.4115,79.241463415,1,2006
IRL,Ireland,3649.2954,79.641463415,1,2007
IRL,Ireland,4000.7079,80.095121951,1,2008
IRL,Ireland,4407.799,80.190243902,1,2009
IRL,Ireland,4585.4044,80.743902439,1,2010
IRL,Ireland,4514.9774,80.746341463,1,2011
IRL,Ireland,4658.284,80.895121951,1,2012
IRL,Ireland,4980.3999,81,1,2013
IRL,Ireland,5001.322,81.153658537,1,2014
ISL,Iceland,176.9406,73.933902439,1,1970
ISL,Iceland,227.8839,73.570487805,1,1971
ISL,Iceland,243.8671,74.455853659,1,1972
ISL,Iceland,247.8772,74.450975610,1,1973
ISL,Iceland,321.6482,74.511707317,1,1974
ISL,Iceland,377.2202,75.578780488,1,1975
ISL,Iceland,391.7099,76.972195122,1,1976
ISL,Iceland,444.8947,76.373658537,1,1977
ISL,Iceland,538.854,76.649268293,1,1978
ISL,Iceland,684.5931,76.773170732,1,1979
ISL,Iceland,723.158,76.846585366,1,1980
ISL,Iceland,832.769,76.521463415,1,1981
ISL,Iceland,933.9135,77.037804878,1,1982
ISL,Iceland,1027.8413,76.845609756,1,1983
ISL,Iceland,1033.6359,77.576585366,1,1984
ISL,Iceland,1132.1416,77.602439024,1,1985
ISL,Iceland,1300.3055,77.990731707,1,1986
ISL,Iceland,1466.4293,77.339024390,1,1987
ISL,Iceland,1610.2986,77.082926829,1,1988
ISL,Iceland,1619.7326,78.140975610,1,1989
ISL,Iceland,1610.2953,78.036341463,1,1990
ISL,Iceland,1680.0298,77.991951220,1,1991
ISL,Iceland,1683.0547,78.760243902,1,1992
ISL,Iceland,1747.6494,78.934634146,1,1993
ISL,Iceland,1792.7196,79.247073171,1,1994
ISL,Iceland,1851.5667,77.984390244,1,1995
ISL,Iceland,1935.7508,78.777804878,1,1996
ISL,Iceland,2061.6143,78.885365854,1,1997
ISL,Iceland,2410.4274,79.602439024,1,1998
ISL,Iceland,2601.1358,79.351219512,1,1999
ISL,Iceland,2672.9878,79.653658537,1,2000
ISL,Iceland,2783.3467,80.690243902,1,2001
ISL,Iceland,3078.4478,80.502439024,1,2002
ISL,Iceland,3198.3977,80.963414634,1,2003
ISL,Iceland,3339.1786,80.997560976,1,2004
ISL,Iceland,3294.4734,81.502439024,1,2005
ISL,Iceland,3276.3176,81.158536585,1,2006
ISL,Iceland,3375.6701,81.453658537,1,2007
ISL,Iceland,3628.0346,81.609756098,1,2008
ISL,Iceland,3624.4513,81.751219512,1,2009
ISL,Iceland,3405.9865,81.897560976,1,2010
ISL,Iceland,3420.6305,82.358536585,1,2011
ISL,Iceland,3506.4164,82.917073171,1,2012
ISL,Iceland,3739.4503,82.060975610,1,2013
ISL,Iceland,3896.9251,82.060975610,1,2014
ISR,Israel,356.214,72.958536585,1,1977
ISR,Israel,432.6298,73.207317073,1,1978
ISR,Israel,526.2098,73.507317073,1,1979
ISR,Israel,577.344,73.875609756,1,1980
ISR,Israel,632.9434,74.260975610,1,1981
ISR,Israel,679.4635,74.109756098,1,1982
ISR,Israel,764.464,74.458536585,1,1983
ISR,Israel,954.6426,74.807317073,1,1984
ISR,Israel,750.0785,75.207317073,1,1985
ISR,Israel,731.1385,74.956097561,1,1986
ISR,Israel,802.83,75.258536585,1,1987
ISR,Israel,873.6201,74.436585366,1,1988
ISR,Israel,963.2694,76.307317073,1,1989
ISR,Israel,977.2241,76.607317073,1,1990
ISR,Israel,976.8055,76.758536585,1,1991
ISR,Israel,1083.5857,76.504878049,1,1992
ISR,Israel,1154.4308,77.153658537,1,1993
ISR,Israel,1322.5405,77.402439024,1,1994
ISR,Israel,1364.8885,77.451219512,1,1995
ISR,Israel,1454.7886,78.104878049,1,1996
ISR,Israel,1530.6489,78,1,1997
ISR,Israel,1561.5433,78.148780488,1,1998
ISR,Israel,1533.3425,78.658536585,1,1999
ISR,Israel,1694.5716,78.953658537,1,2000
ISR,Israel,1803.6441,79.407317073,1,2001
ISR,Israel,1802.9913,79.451219512,1,2002
ISR,Israel,1689.7749,79.648780488,1,2003
ISR,Israel,1774.8252,80.146341463,1,2004
ISR,Israel,1768.9521,80.151219512,1,2005
ISR,Israel,1783.7368,80.553658537,1,2006
ISR,Israel,1899.5578,80.504878049,1,2007
ISR,Israel,1917.6632,80.951219512,1,2008
ISR,Israel,1942.783,81.404878049,1,2009
ISR,Israel,2025.5808,81.602439024,1,2010
ISR,Israel,2139.2641,81.656097561,1,2011
ISR,Israel,2273.3898,81.704878049,1,2012
ISR,Israel,2473.2848,82.056097561,1,2013
ISR,Israel,2547.401,82.153658537,1,2014
ITA,Italy,1074.6384,76.370731707,1,1988
ITA,Italy,1151.0907,76.819512195,1,1989
ITA,Italy,1281.8826,76.970731707,1,1990
ITA,Italy,1388.9875,77.019512195,1,1991
ITA,Italy,1405.525,77.419512195,1,1992
ITA,Italy,1419.7029,77.721951220,1,1993
ITA,Italy,1448.6155,77.921951220,1,1994
ITA,Italy,1507.7006,78.170731707,1,1995
ITA,Italy,1576.9319,78.521951220,1,1996
ITA,Italy,1692.9319,78.824390244,1,1997
ITA,Italy,1792.3389,78.975609756,1,1998
ITA,Italy,1845.6069,79.424390244,1,1999
ITA,Italy,2019.4276,79.778048780,1,2000
ITA,Italy,2194.4551,80.126829268,1,2001
ITA,Italy,2202.0358,80.229268293,1,2002
ITA,Italy,2235.811,79.982926829,1,2003
ITA,Italy,2355.7084,80.780487805,1,2004
ITA,Italy,2479.3278,80.782926829,1,2005
ITA,Italy,2703.1626,81.282926829,1,2006
ITA,Italy,2751.8517,81.434146341,1,2007
ITA,Italy,3011.2728,81.485365854,1,2008
ITA,Italy,3064.7996,81.636585366,1,2009
ITA,Italy,3108.2039,82.036585366,1,2010
ITA,Italy,3169.0494,82.187804878,1,2011
ITA,Italy,3174.261,82.239024390,1,2012
ITA,Italy,3141.8651,82.690243902,1,2013
ITA,Italy,3206.8286,82.690243902,1,2014
JPN,Japan,141.137,71.950243902,1,1970
JPN,Japan,157.0962,72.882926829,1,1971
JPN,Japan,179.3623,73.506585366,1,1972
JPN,Japan,196.173,73.757560976,1,1973
JPN,Japan,228.7534,74.393902439,1,1974
JPN,Japan,281.4097,75.057317073,1,1975
JPN,Japan,305.5513,75.456829268,1,1976
JPN,Japan,343.9546,75.898292683,1,1977
JPN,Japan,397.0256,76.038292683,1,1978
JPN,Japan,459.1314,76.337560976,1,1979
JPN,Japan,544.6309,76.091707317,1,1980
JPN,Japan,622.7155,76.414390244,1,1981
JPN,Japan,695.7236,76.922926829,1,1982
JPN,Japan,751.8829,76.961463415,1,1983
JPN,Japan,783.9361,77.365365854,1,1984
JPN,Japan,863.347,77.650487805,1,1985
JPN,Japan,894.6269,78.064634146,1,1986
JPN,Japan,952.0212,78.483658537,1,1987
JPN,Japan,1004.3207,78.399268293,1,1988
JPN,Japan,1051.3848,78.818048780,1,1989
JPN,Japan,1116.7064,78.836829268,1,1990
JPN,Japan,1195.9912,79.100731707,1,1991
JPN,Japan,1283.3253,79.153902439,1,1992
JPN,Japan,1371.3138,79.293658537,1,1993
JPN,Japan,1469.0998,79.687073171,1,1994
JPN,Japan,1469.5138,79.536341463,1,1995
JPN,Japan,1501.2085,80.200243902,1,1996
JPN,Japan,1607.6141,80.424146341,1,1997
JPN,Japan,1656.82,80.501463415,1,1998
JPN,Japan,1765.9755,80.570731707,1,1999
JPN,Japan,1914.8514,81.076097561,1,2000
JPN,Japan,2019.8249,81.417073171,1,2001
JPN,Japan,2104.6727,81.563414634,1,2002
JPN,Japan,2198.8429,81.76,1,2003
JPN,Japan,2327.8175,82.030243902,1,2004
JPN,Japan,2463.7249,81.925121951,1,2005
JPN,Japan,2580.1459,82.321951220,1,2006
JPN,Japan,2723.8322,82.507073171,1,2007
JPN,Japan,2852.8629,82.587560976,1,2008
JPN,Japan,2998.5676,82.931463415,1,2009
JPN,Japan,3204.9489,82.842682927,1,2010
JPN,Japan,3799.1178,82.591219512,1,2011
JPN,Japan,4016.7772,83.096097561,1,2012
JPN,Japan,4151.7546,83.331951220,1,2013
JPN,Japan,4152.3727,83.587804878,1,2014
KOR,"Korea, Rep.",16.1934,62.035853659,1,1970
KOR,"Korea, Rep.",16.0407,62.443658537,1,1971
KOR,"Korea, Rep.",16.0358,62.841463415,1,1972
KOR,"Korea, Rep.",16.3623,63.229512195,1,1973
KOR,"Korea, Rep.",16.6344,63.597560976,1,1974
KOR,"Korea, Rep.",28.8199,63.955853659,1,1975
KOR,"Korea, Rep.",34.0852,64.304146341,1,1976
KOR,"Korea, Rep.",37.9691,64.647560976,1,1977
KOR,"Korea, Rep.",48.0566,64.976097561,1,1978
KOR,"Korea, Rep.",72.2968,65.294634146,1,1979
KOR,"Korea, Rep.",83.6991,65.809268293,1,1980
KOR,"Korea, Rep.",100.321,66.309268293,1,1981
KOR,"Korea, Rep.",112.2503,66.784146341,1,1982
KOR,"Korea, Rep.",126.2749,67.239268293,1,1983
KOR,"Korea, Rep.",135.5984,67.903414634,1,1984
KOR,"Korea, Rep.",151.0003,68.532926829,1,1985
KOR,"Korea, Rep.",163.2956,69.183658537,1,1986
KOR,"Korea, Rep.",181.6437,69.809268293,1,1987
KOR,"Korea, Rep.",217.35,70.339268293,1,1988
KOR,"Korea, Rep.",274.2709,70.859512195,1,1989
KOR,"Korea, Rep.",304.9462,71.299756098,1,1990
KOR,"Korea, Rep.",329.3832,71.730243902,1,1991
KOR,"Korea, Rep.",366.4309,72.200487805,1,1992
KOR,"Korea, Rep.",387.3435,72.681951220,1,1993
KOR,"Korea, Rep.",407.2591,73.043170732,1,1994
KOR,"Korea, Rep.",457.9495,73.394390244,1,1995
KOR,"Korea, Rep.",523.5899,73.831219512,1,1996
KOR,"Korea, Rep.",556.243,74.247804878,1,1997
KOR,"Korea, Rep.",547.8676,74.680243902,1,1998
KOR,"Korea, Rep.",647.5179,75.373414634,1,1999
KOR,"Korea, Rep.",724.0871,75.835365854,1,2000
KOR,"Korea, Rep.",862.3864,76.341951220,1,2001
KOR,"Korea, Rep.",904.2233,76.839024390,1,2002
KOR,"Korea, Rep.",997.689,77.250243902,1,2003
KOR,"Korea, Rep.",1081.4534,77.846585366,1,2004
KOR,"Korea, Rep.",1220.0809,78.432682927,1,2005
KOR,"Korea, Rep.",1406.6213,78.969268293,1,2006
KOR,"Korea, Rep.",1566.6353,79.349512195,1,2007
KOR,"Korea, Rep.",1662.9686,79.832682927,1,2008
KOR,"Korea, Rep.",1791.2895,80.297317073,1,2009
KOR,"Korea, Rep.",1951.3258,80.551219512,1,2010
KOR,"Korea, Rep.",2029.6636,80.967073171,1,2011
KOR,"Korea, Rep.",2131.9334,81.213414634,1,2012
KOR,"Korea, Rep.",2224.6293,81.705121951,1,2013
KOR,"Korea, Rep.",2361.44,82.155853659,1,2014
LUX,Luxembourg,2282.8814,76.512195122,1,1995
LUX,Luxembourg,2394.4814,76.519512195,1,1996
LUX,Luxembourg,2402.6437,76.880487805,1,1997
LUX,Luxembourg,2574.1903,77.017073171,1,1998
LUX,Luxembourg,2983.2628,77.770731707,1,1999
LUX,Luxembourg,3466.2675,77.873170732,1,2000
LUX,Luxembourg,3792.6746,77.824390244,1,2001
LUX,Luxembourg,4223.3167,77.965853659,1,2002
LUX,Luxembourg,4478.8393,77.726829268,1,2003
LUX,Luxembourg,5059.9115,79.121951220,1,2004
LUX,Luxembourg,5090.3667,79.431707317,1,2005
LUX,Luxembourg,5512.8935,79.287804878,1,2006
LUX,Luxembourg,5500.6005,79.382926829,1,2007
LUX,Luxembourg,5938.8079,80.539024390,1,2008
LUX,Luxembourg,6355.5453,80.636585366,1,2009
LUX,Luxembourg,6401.8972,80.631707317,1,2010
LUX,Luxembourg,6040.591,80.987804878,1,2011
LUX,Luxembourg,6423.1651,81.392682927,1,2012
LUX,Luxembourg,6629.0284,81.8,1,2013
LUX,Luxembourg,6682.237,82.207317073,1,2014
LVA,Latvia,316.1527,66.391219512,1,1995
LVA,Latvia,357.0531,68.776585366,1,1996
LVA,Latvia,407.9162,69.349268293,1,1997
LVA,Latvia,443.0138,69.012195122,1,1998
LVA,Latvia,476.6602,69.742926829,1,1999
LVA,Latvia,480.353,70.314634146,1,2000
LVA,Latvia,548.44,70.760975610,1,2001
LVA,Latvia,622.1728,70.960975610,1,2002
LVA,Latvia,662.9195,71.265853659,1,2003
LVA,Latvia,780.0993,72.026829268,1,2004
LVA,Latvia,828.3765,71.356097561,1,2005
LVA,Latvia,954.2433,70.865853659,1,2006
LVA,Latvia,1099.1831,71.019512195,1,2007
LVA,Latvia,1119.7091,72.419512195,1,2008
LVA,Latvia,1049.1766,73.080487805,1,2009
LVA,Latvia,1071.4247,73.482926829,1,2010
LVA,Latvia,1086.9471,73.575609756,1,2011
LVA,Latvia,1148.7918,73.778048780,1,2012
LVA,Latvia,1219.4164,73.982926829,1,2013
LVA,Latvia,1295.0128,74.187804878,1,2014
MEX,Mexico,285.7207,70.795731707,1,1990
MEX,Mexico,325.5643,71.190975610,1,1991
MEX,Mexico,364.261,71.585829268,1,1992
MEX,Mexico,387.8606,71.977829268,1,1993
MEX,Mexico,407.6407,72.363853659,1,1994
MEX,Mexico,374.6792,72.739780488,1,1995
MEX,Mexico,359.1931,73.098902439,1,1996
MEX,Mexico,395.1057,73.437146341,1,1997
MEX,Mexico,421.4756,73.751414634,1,1998
MEX,Mexico,449.0194,74.039243902,1,1999
MEX,Mexico,484.3868,74.299731707,1,2000
MEX,Mexico,529.2534,74.533487805,1,2001
MEX,Mexico,557.88,74.744707317,1,2002
MEX,Mexico,642.5906,74.937512195,1,2003
MEX,Mexico,691.8534,75.115487805,1,2004
MEX,Mexico,730.8158,75.282097561,1,2005
MEX,Mexico,771.7252,75.438780488,1,2006
MEX,Mexico,822.3672,75.587926829,1,2007
MEX,Mexico,846.8494,75.732463415,1,2008
MEX,Mexico,889.1632,75.877414634,1,2009
MEX,Mexico,911.3509,76.026780488,1,2010
MEX,Mexico,942.4717,76.185658537,1,2011
MEX,Mexico,1005.8945,76.354097561,1,2012
MEX,Mexico,1021.2599,76.532658537,1,2013
MEX,Mexico,1035.3389,76.721853659,1,2014
NLD,Netherlands,281.4789,73.727073171,1,1972
NLD,Netherlands,313.6346,74.143902439,1,1973
NLD,Netherlands,365.8162,74.536829268,1,1974
NLD,Netherlands,419.7165,74.498780488,1,1975
NLD,Netherlands,455.6937,74.647073171,1,1976
NLD,Netherlands,497.4076,75.221463415,1,1977
NLD,Netherlands,551.5421,75.145121951,1,1978
NLD,Netherlands,620.2936,75.606097561,1,1979
NLD,Netherlands,698.4237,75.743170732,1,1980
NLD,Netherlands,762.9227,75.934390244,1,1981
NLD,Netherlands,823.657,75.988536585,1,1982
NLD,Netherlands,870.5367,76.164146341,1,1983
NLD,Netherlands,888.2889,76.233170732,1,1984
NLD,Netherlands,934.4091,76.284634146,1,1985
NLD,Netherlands,987.2535,76.270487805,1,1986
NLD,Netherlands,1042.1446,76.705121951,1,1987
NLD,Netherlands,1096.7847,76.890243902,1,1988
NLD,Netherlands,1212.3951,76.734146341,1,1989
NLD,Netherlands,1330.9081,76.878048780,1,1990
NLD,Netherlands,1433.0591,77,1,1991
NLD,Netherlands,1522.2756,77.217073171,1,1992
NLD,Netherlands,1588.271,76.916585366,1,1993
NLD,Netherlands,1634.1205,77.375121951,1,1994
NLD,Netherlands,1691.0385,77.404634146,1,1995
NLD,Netherlands,1758.7704,77.435609756,1,1996
NLD,Netherlands,1822.439,77.794390244,1,1997
NLD,Netherlands,1961.6286,77.882926829,1,1998
NLD,Netherlands,2076.1574,77.836585366,1,1999
NLD,Netherlands,2224.7504,77.987804878,1,2000
NLD,Netherlands,2441.0229,78.190243902,1,2001
NLD,Netherlands,2700.5099,78.292682927,1,2002
NLD,Netherlands,2853.4358,78.492682927,1,2003
NLD,Netherlands,3016.6645,79.095121951,1,2004
NLD,Netherlands,3510.9048,79.346341463,1,2005
NLD,Netherlands,3797.2679,79.697560976,1,2006
NLD,Netherlands,4066.1338,80.097560976,1,2007
NLD,Netherlands,4398.2743,80.251219512,1,2008
NLD,Netherlands,4550.4651,80.548780488,1,2009
NLD,Netherlands,4671.0098,80.702439024,1,2010
NLD,Netherlands,4862.459,81.204878049,1,2011
NLD,Netherlands,5044.2654,81.104878049,1,2012
NLD,Netherlands,5250.3058,81.304878049,1,2013
NLD,Netherlands,5276.6003,81.304878049,1,2014
NOR,Norway,133.1736,74.088048780,1,1970
NOR,Norway,156.7782,74.179268293,1,1971
NOR,Norway,185.9515,74.344634146,1,1972
NOR,Norway,210.1582,74.442195122,1,1973
NOR,Norway,236.5434,74.753658537,1,1974
NOR,Norway,292.6418,74.817560976,1,1975
NOR,Norway,333.3121,75.039512195,1,1976
NOR,Norway,382.545,75.386829268,1,1977
NOR,Norway,465.2548,75.418536585,1,1978
NOR,Norway,478.8375,75.413902439,1,1979
NOR,Norway,528.5853,75.671707317,1,1980
NOR,Norway,588.4691,75.869024390,1,1981
NOR,Norway,647.0286,76.010975610,1,1982
NOR,Norway,719.5041,76.066829268,1,1983
NOR,Norway,741.4723,76.224390244,1,1984
NOR,Norway,805.0504,75.916829268,1,1985
NOR,Norway,919.871,76.241219512,1,1986
NOR,Norway,993.5674,76.081707317,1,1987
NOR,Norway,1042.9272,76.220487805,1,1988
NOR,Norway,1060.1685,76.500487805,1,1989
NOR,Norway,1291.4821,76.537317073,1,1990
NOR,Norway,1422.3816,76.980731707,1,1991
NOR,Norway,1528.9346,77.184390244,1,1992
NOR,Norway,1574.586,77.151707317,1,1993
NOR,Norway,1659.9261,77.689756098,1,1994
NOR,Norway,1750.8758,77.736585366,1,1995
NOR,Norway,1910.4081,78.150487805,1,1996
NOR,Norway,2204.6489,78.142682927,1,1997
NOR,Norway,2354.4211,78.329268293,1,1998
NOR,Norway,2565.0829,78.282926829,1,1999
NOR,Norway,2836.1297,78.634146341,1,2000
NOR,Norway,3030.9077,78.785365854,1,2001
NOR,Norway,3398.0379,78.987804878,1,2002
NOR,Norway,3595.0564,79.390243902,1,2003
NOR,Norway,3811.3917,79.841463415,1,2004
NOR,Norway,4029.4379,80.041463415,1,2005
NOR,Norway,4329.4071,80.343902439,1,2006
NOR,Norway,4578.0888,80.395121951,1,2007
NOR,Norway,4973.2861,80.592682927,1,2008
NOR,Norway,5094.2532,80.795121951,1,2009
NOR,Norway,5240.4165,80.997560976,1,2010
NOR,Norway,5515.1289,81.295121951,1,2011
NOR,Norway,5738.4827,81.451219512,1,2012
NOR,Norway,5966.6373,81.751219512,1,2013
NOR,Norway,6080.998,81.751219512,1,2014
NZL,New Zealand,198.5489,71.273170732,1,1970
NZL,New Zealand,214.7995,71.773170732,1,1971
NZL,New Zealand,235.2392,71.829268293,1,1972
NZL,New Zealand,265.7134,71.668292683,1,1973
NZL,New Zealand,333.7933,71.924390244,1,1974
NZL,New Zealand,402.8334,72.219512195,1,1975
NZL,New Zealand,391.3625,72.421951220,1,1976
NZL,New Zealand,404.3243,72.168292683,1,1977
NZL,New Zealand,482.4218,73.019512195,1,1978
NZL,New Zealand,480.5465,73.068292683,1,1979
NZL,New Zealand,482.2414,72.829268293,1,1980
NZL,New Zealand,534.0187,73.621951220,1,1981
NZL,New Zealand,595.1715,73.724390244,1,1982
NZL,New Zealand,624.2208,73.775609756,1,1983
NZL,New Zealand,647.7618,74.370731707,1,1984
NZL,New Zealand,611.4766,73.829268293,1,1985
NZL,New Zealand,660.9666,74.121951220,1,1986
NZL,New Zealand,741.3847,74.178048780,1,1987
NZL,New Zealand,836.1422,74.424390244,1,1988
NZL,New Zealand,894.4636,74.824390244,1,1989
NZL,New Zealand,972.917,75.378048780,1,1990
NZL,New Zealand,1033.6659,76.031707317,1,1991
NZL,New Zealand,1077.7332,76.124390244,1,1992
NZL,New Zealand,1105.3212,76.434146341,1,1993
NZL,New Zealand,1185.3952,76.882926829,1,1994
NZL,New Zealand,1243.0449,76.734146341,1,1995
NZL,New Zealand,1272.288,76.787804878,1,1996
NZL,New Zealand,1358.0977,77.334146341,1,1997
NZL,New Zealand,1451.6511,78.085365854,1,1998
NZL,New Zealand,1522.3195,77.890243902,1,1999
NZL,New Zealand,1607.0072,78.636585366,1,2000
NZL,New Zealand,1705.2852,78.692682927,1,2001
NZL,New Zealand,1841.3031,78.846341463,1,2002
NZL,New Zealand,1849.9565,79.146341463,1,2003
NZL,New Zealand,1981.8474,79.548780488,1,2004
NZL,New Zealand,2124.3824,79.851219512,1,2005
NZL,New Zealand,2394.4802,80.048780488,1,2006
NZL,New Zealand,2444.5154,80.151219512,1,2007
NZL,New Zealand,2729.96,80.351219512,1,2008
NZL,New Zealand,2970.2107,80.702439024,1,2009
NZL,New Zealand,3020.3961,80.702439024,1,2010
NZL,New Zealand,3130.8058,80.904878049,1,2011
NZL,New Zealand,3199.4632,81.156097561,1,2012
NZL,New Zealand,3486.433,81.407317073,1,2013
NZL,New Zealand,3537.2568,81.404878049,1,2014
POL,Poland,264.8838,70.890243902,1,1990
POL,Poland,280.6377,70.587804878,1,1991
POL,Poland,307.2336,71.090243902,1,1992
POL,Poland,331.9318,71.595121951,1,1993
POL,Poland,348.0157,71.695121951,1,1994
POL,Poland,373.2969,71.892682927,1,1995
POL,Poland,430.5564,72.246341463,1,1996
POL,Poland,453.8275,72.646341463,1,1997
POL,Poland,475.168,72.997560976,1,1998
POL,Poland,547.0443,73.043902439,1,1999
POL,Poland,562.0242,73.748780488,1,2000
POL,Poland,622.7935,74.2,1,2001
POL,Poland,704.7175,74.497560976,1,2002
POL,Poland,718.1629,74.597560976,1,2003
POL,Poland,770.5865,74.846341463,1,2004
POL,Poland,806.3174,74.995121951,1,2005
POL,Poland,882.2359,75.143902439,1,2006
POL,Poland,992.6475,75.243902439,1,2007
POL,Poland,1158.0342,75.543902439,1,2008
POL,Poland,1270.2808,75.695121951,1,2009
POL,Poland,1340.7184,76.246341463,1,2010
POL,Poland,1404.1005,76.695121951,1,2011
POL,Poland,1463.748,76.746341463,1,2012
POL,Poland,1580.371,77,1,2013
POL,Poland,1624.8655,77.253658537,1,2014
PRT,Portugal,45.35,67.073170732,1,1970
PRT,Portugal,54.6689,66.770731707,1,1971
PRT,Portugal,76.1216,68.324390244,1,1972
PRT,Portugal,96.4832,67.524390244,1,1973
PRT,Portugal,112.1765,68.019512195,1,1974
PRT,Portugal,154.4927,68.309756098,1,1975
PRT,Portugal,163.886,68.860975610,1,1976
PRT,Portugal,162.3001,70.012195122,1,1977
PRT,Portugal,182.1873,70.317073171,1,1978
PRT,Portugal,200.3286,71.168292683,1,1979
PRT,Portugal,264.2319,71.214634146,1,1980
PRT,Portugal,305.3306,71.614634146,1,1981
PRT,Portugal,333.1386,72.414634146,1,1982
PRT,Portugal,326.4657,72.265853659,1,1983
PRT,Portugal,339.0358,72.514634146,1,1984
PRT,Portugal,389.0126,72.814634146,1,1985
PRT,Portugal,456.3351,73.265853659,1,1986
PRT,Portugal,484.2448,73.665853659,1,1987
PRT,Portugal,561.7408,73.714634146,1,1988
PRT,Portugal,573.3407,74.265853659,1,1989
PRT,Portugal,616.9194,73.965853659,1,1990
PRT,Portugal,730.1072,74.014634146,1,1991
PRT,Portugal,773.8947,74.312195122,1,1992
PRT,Portugal,808.5116,74.512195122,1,1993
PRT,Portugal,828.1529,74.914634146,1,1994
PRT,Portugal,984.1816,75.312195122,1,1995
PRT,Portugal,1056.8077,75.260975610,1,1996
PRT,Portugal,1115.4084,75.412195122,1,1997
PRT,Portugal,1166.5307,75.712195122,1,1998
PRT,Portugal,1280.6509,75.963414634,1,1999
PRT,Portugal,1494.6821,76.314634146,1,2000
PRT,Portugal,1562.2151,76.814634146,1,2001
PRT,Portugal,1654.4182,77.065853659,1,2002
PRT,Portugal,1764.6203,77.219512195,1,2003
PRT,Portugal,1886.7594,77.670731707,1,2004
PRT,Portugal,2082.2039,78.070731707,1,2005
PRT,Portugal,2181.0053,78.419512195,1,2006
PRT,Portugal,2286.5402,78.321951220,1,2007
PRT,Portugal,2440.611,78.524390244,1,2008
PRT,Portugal,2589.1595,78.726829268,1,2009
PRT,Portugal,2645.6631,79.026829268,1,2010
PRT,Portugal,2566.9707,80.470731707,1,2011
PRT,Portugal,2535.7284,80.373170732,1,2012
